current_season_end	current_season_start	distance_map	mean_distance	other_season_end	other_season_start	replicate	total_comparisons	total_distance	filename
1999-07-01	1998-07-01	bhatt_nonepitope	0.5	2000-07-01	1999-07-01	0	16641	8402	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	bhatt_nonepitope	0.89	2001-07-01	2000-07-01	0	14448	12877	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	bhatt_nonepitope	0.57	2000-07-01	1999-07-01	0	16641	9466	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	bhatt_nonepitope	0.93	2001-07-01	2000-07-01	0	14448	13493	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	bhatt_nonepitope	1.67	2002-07-01	2001-07-01	0	30702	51147	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	bhatt_nonepitope	1.16	2001-07-01	2000-07-01	0	12544	14600	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	bhatt_nonepitope	1.93	2002-07-01	2001-07-01	0	26656	51544	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	bhatt_nonepitope	2.32	2003-07-01	2002-07-01	0	24192	56224	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	bhatt_nonepitope	1.61	2002-07-01	2001-07-01	0	56644	91066	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	bhatt_nonepitope	2.18	2003-07-01	2002-07-01	0	51408	112000	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	bhatt_nonepitope	2.16	2004-07-01	2003-07-01	0	82824	178983	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	bhatt_nonepitope	2.39	2003-07-01	2002-07-01	0	46656	111572	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	bhatt_nonepitope	2.41	2004-07-01	2003-07-01	0	75168	180863	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	bhatt_nonepitope	3.08	2005-07-01	2004-07-01	0	84240	259326	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	bhatt_nonepitope	2.38	2004-07-01	2003-07-01	0	121104	288614	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	bhatt_nonepitope	3.18	2005-07-01	2004-07-01	0	135720	431113	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	bhatt_nonepitope	3.39	2006-07-01	2005-07-01	0	100224	339615	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	bhatt_nonepitope	1.04	2005-07-01	2004-07-01	0	152100	157580	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	bhatt_nonepitope	1.09	2006-07-01	2005-07-01	0	112320	122947	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	bhatt_nonepitope	2.27	2007-07-01	2006-07-01	0	161070	365453	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	bhatt_nonepitope	1.08	2006-07-01	2005-07-01	0	82944	89478	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	bhatt_nonepitope	2.09	2007-07-01	2006-07-01	0	118944	248264	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	bhatt_nonepitope	2.38	2008-07-01	2007-07-01	0	125280	298246	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	bhatt_nonepitope	2.05	2007-07-01	2006-07-01	0	170569	350402	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	bhatt_nonepitope	1.86	2008-07-01	2007-07-01	0	179655	335012	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	bhatt_nonepitope	1.65	2009-07-01	2008-07-01	0	197001	325761	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	bhatt_nonepitope	1.4	2008-07-01	2007-07-01	0	189225	265376	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	bhatt_nonepitope	1.07	2009-07-01	2008-07-01	0	207495	221251	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	bhatt_nonepitope	1.05	2010-07-01	2009-07-01	0	145290	152769	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	bhatt_nonepitope	0.62	2009-07-01	2008-07-01	0	227529	140096	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	bhatt_nonepitope	0.63	2010-07-01	2009-07-01	0	159318	100096	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	bhatt_nonepitope	0.52	2011-07-01	2010-07-01	0	267120	138473	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt_nonepitope	0.61	2010-07-01	2009-07-01	0	111556	68300	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt_nonepitope	0.53	2011-07-01	2010-07-01	0	187040	99082	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt_nonepitope	0.65	2012-07-01	2011-07-01	0	176686	115130	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt_nonepitope	0.41	2011-07-01	2010-07-01	0	313600	127358	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt_nonepitope	0.53	2012-07-01	2011-07-01	0	296240	157898	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt_nonepitope	0.46	2013-07-01	2012-07-01	0	317520	146764	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt_nonepitope	0.65	2012-07-01	2011-07-01	0	279841	182568	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt_nonepitope	0.59	2013-07-01	2012-07-01	0	299943	175782	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt_nonepitope	0.96	2014-07-01	2013-07-01	0	295711	283751	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt_nonepitope	0.51	2013-07-01	2012-07-01	0	321489	165440	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt_nonepitope	0.88	2014-07-01	2013-07-01	0	316953	279010	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt_nonepitope	0.6	2015-07-01	2014-07-01	0	326025	196672	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt_nonepitope	1.05	2014-07-01	2013-07-01	0	312481	328452	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt_nonepitope	0.93	2015-07-01	2014-07-01	0	321425	300398	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt_nonepitope	1.13	2016-07-01	2015-07-01	0	334841	378418	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt_nonepitope	0.68	2015-07-01	2014-07-01	0	330625	224006	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt_nonepitope	0.84	2016-07-01	2015-07-01	0	344425	290755	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt_nonepitope	0.92	2017-07-01	2016-07-01	0	352475	323393	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt_nonepitope	0.93	2016-07-01	2015-07-01	0	358801	333606	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt_nonepitope	1.04	2017-07-01	2016-07-01	0	367187	383522	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt_nonepitope	1.6	2018-07-01	2017-07-01	0	358202	573443	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt_nonepitope	1.06	2017-07-01	2016-07-01	0	375769	397494	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt_nonepitope	1.53	2018-07-01	2017-07-01	0	366574	561069	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt_nonepitope	1.85	2019-07-01	2018-07-01	0	369639	685280	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt_nonepitope	1.57	2018-07-01	2017-07-01	0	357604	561320	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt_nonepitope	2.0	2019-07-01	2018-07-01	0	360594	721426	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt_nonepitope	1.89	2020-07-01	2019-07-01	0	90298	170491	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2019-07-01	2018-07-01	bhatt_nonepitope	2.01	2019-07-01	2018-07-01	0	363609	729362	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2019-07-01	2018-07-01	bhatt_nonepitope	1.83	2020-07-01	2019-07-01	0	91053	166285	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2020-07-01	2019-07-01	bhatt_nonepitope	1.26	2020-07-01	2019-07-01	0	22801	28644	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	krammer	3.08	1997-07-01	1996-07-01	0	1225	3776	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	krammer	3.06	1998-07-01	1997-07-01	0	3780	11568	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	krammer	3.85	1999-07-01	1998-07-01	0	4515	17361	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	krammer	1.78	1998-07-01	1997-07-01	0	11664	20814	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	krammer	2.82	1999-07-01	1998-07-01	0	13932	39229	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	krammer	3.91	2000-07-01	1999-07-01	0	13932	54439	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	krammer	2.86	1999-07-01	1998-07-01	0	16641	47538	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	krammer	3.71	2000-07-01	1999-07-01	0	16641	61789	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	krammer	3.89	2001-07-01	2000-07-01	0	14448	56184	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	krammer	0.71	2000-07-01	1999-07-01	0	16641	11894	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	krammer	0.72	2001-07-01	2000-07-01	0	14448	10444	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	krammer	2.08	2002-07-01	2001-07-01	0	30702	63853	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	krammer	0.66	2001-07-01	2000-07-01	0	12544	8312	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	krammer	1.82	2002-07-01	2001-07-01	0	26656	48501	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	krammer	1.85	2003-07-01	2002-07-01	0	24192	44705	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	krammer	1.03	2002-07-01	2001-07-01	0	56644	58132	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	krammer	1.53	2003-07-01	2002-07-01	0	51408	78791	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	krammer	2.2	2004-07-01	2003-07-01	0	82824	182511	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	krammer	1.79	2003-07-01	2002-07-01	0	46656	83510	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	krammer	2.2	2004-07-01	2003-07-01	0	75168	165413	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	krammer	2.93	2005-07-01	2004-07-01	0	84240	246817	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	krammer	1.77	2004-07-01	2003-07-01	0	121104	214482	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	krammer	2.18	2005-07-01	2004-07-01	0	135720	296223	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	krammer	2.57	2006-07-01	2005-07-01	0	100224	257656	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	krammer	0.94	2005-07-01	2004-07-01	0	152100	142646	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	krammer	1.26	2006-07-01	2005-07-01	0	112320	141567	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	krammer	2.53	2007-07-01	2006-07-01	0	161070	407037	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	krammer	1.49	2006-07-01	2005-07-01	0	82944	123564	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	krammer	2.51	2007-07-01	2006-07-01	0	118944	298927	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	krammer	3.04	2008-07-01	2007-07-01	0	125280	381411	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	krammer	1.74	2007-07-01	2006-07-01	0	170569	297638	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	krammer	1.78	2008-07-01	2007-07-01	0	179655	319440	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	krammer	2.06	2009-07-01	2008-07-01	0	197001	406239	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	krammer	1.41	2008-07-01	2007-07-01	0	189225	267558	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	krammer	1.31	2009-07-01	2008-07-01	0	207495	272261	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	krammer	2.32	2010-07-01	2009-07-01	0	145290	336540	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	krammer	0.64	2009-07-01	2008-07-01	0	227529	145860	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	krammer	1.53	2010-07-01	2009-07-01	0	159318	243190	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	krammer	2.54	2011-07-01	2010-07-01	0	267120	679111	results/north-america_mean_seasonal_distances_h3n2_na_21y.tsv
