current_season_end	current_season_start	distance_map	mean_distance	other_season_end	other_season_start	replicate	total_comparisons	total_distance	filename
2009-07-01	2008-07-01	bhatt	5.49	2011-07-01	2010-07-01	0	307174	1686238	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt	3.7	2010-07-01	2009-07-01	0	154449	571916	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt	4.64	2011-07-01	2010-07-01	0	233049	1081641	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt	5.66	2012-07-01	2011-07-01	0	235800	1334364	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt	4.21	2011-07-01	2010-07-01	0	351649	1479206	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt	4.72	2012-07-01	2011-07-01	0	355800	1680984	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt	5.43	2013-07-01	2012-07-01	0	355800	1930524	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt	3.55	2012-07-01	2011-07-01	0	360000	1277672	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt	3.45	2013-07-01	2012-07-01	0	360000	1243050	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt	4.92	2014-07-01	2013-07-01	0	363000	1785045	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt	2.59	2013-07-01	2012-07-01	0	360000	933962	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt	3.76	2014-07-01	2013-07-01	0	363000	1365741	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt	5.25	2015-07-01	2014-07-01	0	358800	1883524	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt	4.18	2014-07-01	2013-07-01	0	366025	1528278	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt	5.56	2015-07-01	2014-07-01	0	361790	2012982	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt	7.57	2016-07-01	2015-07-01	0	363605	2752817	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt	5.46	2015-07-01	2014-07-01	0	357604	1953018	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt	6.49	2016-07-01	2015-07-01	0	359398	2332172	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt	8.12	2017-07-01	2016-07-01	0	362388	2942650	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt	5.55	2016-07-01	2015-07-01	0	361201	2004628	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt	6.04	2017-07-01	2016-07-01	0	364206	2198100	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt	7.3	2018-07-01	2017-07-01	0	362403	2645650	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt	5.13	2017-07-01	2016-07-01	0	367236	1882604	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt	5.72	2018-07-01	2017-07-01	0	365418	2091413	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt	7.26	2019-07-01	2018-07-01	0	362994	2634644	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt	4.85	2018-07-01	2017-07-01	0	363609	1763758	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt	5.92	2019-07-01	2018-07-01	0	361197	2138631	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt	6.6	2020-07-01	2019-07-01	0	88641	584786	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2019-07-01	2018-07-01	bhatt	6.26	2019-07-01	2018-07-01	0	358801	2246910	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2019-07-01	2018-07-01	bhatt	6.3	2020-07-01	2019-07-01	0	88053	554667	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2020-07-01	2019-07-01	bhatt	5.24	2020-07-01	2019-07-01	0	21609	113150	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	bhatt_nonepitope	1.51	1997-07-01	1996-07-01	0	1225	1848	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	bhatt_nonepitope	1.22	1998-07-01	1997-07-01	0	3780	4610	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	bhatt_nonepitope	1.11	1999-07-01	1998-07-01	0	4515	5010	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	bhatt_nonepitope	0.67	1998-07-01	1997-07-01	0	11664	7812	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	bhatt_nonepitope	0.56	1999-07-01	1998-07-01	0	13932	7770	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	bhatt_nonepitope	0.64	2000-07-01	1999-07-01	0	13932	8856	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	bhatt_nonepitope	0.43	1999-07-01	1998-07-01	0	16641	7152	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	bhatt_nonepitope	0.51	2000-07-01	1999-07-01	0	16641	8531	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	bhatt_nonepitope	0.79	2001-07-01	2000-07-01	0	17673	13989	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	bhatt_nonepitope	0.58	2000-07-01	1999-07-01	0	16641	9714	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	bhatt_nonepitope	0.85	2001-07-01	2000-07-01	0	17673	14959	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	bhatt_nonepitope	1.66	2002-07-01	2001-07-01	0	32508	53866	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	bhatt_nonepitope	1.02	2001-07-01	2000-07-01	0	18769	19160	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	bhatt_nonepitope	1.85	2002-07-01	2001-07-01	0	34524	63735	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	bhatt_nonepitope	2.27	2003-07-01	2002-07-01	0	30003	68058	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	bhatt_nonepitope	1.54	2002-07-01	2001-07-01	0	63504	97920	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	bhatt_nonepitope	2.15	2003-07-01	2002-07-01	0	55188	118465	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	bhatt_nonepitope	2.06	2004-07-01	2003-07-01	0	94248	193811	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	bhatt_nonepitope	2.38	2003-07-01	2002-07-01	0	47961	113986	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	bhatt_nonepitope	2.35	2004-07-01	2003-07-01	0	81906	192789	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	bhatt_nonepitope	3.04	2005-07-01	2004-07-01	0	100083	304722	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	bhatt_nonepitope	2.29	2004-07-01	2003-07-01	0	139876	319798	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	bhatt_nonepitope	3.2	2005-07-01	2004-07-01	0	170918	546913	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	bhatt_nonepitope	3.44	2006-07-01	2005-07-01	0	124542	427829	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	bhatt_nonepitope	0.93	2005-07-01	2004-07-01	0	208849	193358	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	bhatt_nonepitope	1.01	2006-07-01	2005-07-01	0	152181	154311	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	bhatt_nonepitope	2.2	2007-07-01	2006-07-01	0	189198	415390	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	bhatt_nonepitope	1.04	2006-07-01	2005-07-01	0	110889	115868	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	bhatt_nonepitope	2.08	2007-07-01	2006-07-01	0	137862	286188	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	bhatt_nonepitope	2.39	2008-07-01	2007-07-01	0	159174	380426	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	bhatt_nonepitope	2.08	2007-07-01	2006-07-01	0	171396	357058	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	bhatt_nonepitope	1.95	2008-07-01	2007-07-01	0	197892	385992	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	bhatt_nonepitope	1.69	2009-07-01	2008-07-01	0	214452	363003	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	bhatt_nonepitope	1.58	2008-07-01	2007-07-01	0	228484	361950	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	bhatt_nonepitope	1.18	2009-07-01	2008-07-01	0	247604	293395	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	bhatt_nonepitope	1.24	2010-07-01	2009-07-01	0	187854	232918	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	bhatt_nonepitope	0.62	2009-07-01	2008-07-01	0	268324	166970	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	bhatt_nonepitope	0.7	2010-07-01	2009-07-01	0	203574	142800	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	bhatt_nonepitope	0.52	2011-07-01	2010-07-01	0	307174	161135	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt_nonepitope	0.75	2010-07-01	2009-07-01	0	154449	115998	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt_nonepitope	0.61	2011-07-01	2010-07-01	0	233049	141435	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	bhatt_nonepitope	0.73	2012-07-01	2011-07-01	0	235800	171657	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt_nonepitope	0.41	2011-07-01	2010-07-01	0	351649	144458	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt_nonepitope	0.54	2012-07-01	2011-07-01	0	355800	190841	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	bhatt_nonepitope	0.48	2013-07-01	2012-07-01	0	355800	169446	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt_nonepitope	0.66	2012-07-01	2011-07-01	0	360000	235976	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt_nonepitope	0.6	2013-07-01	2012-07-01	0	360000	215958	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2012-07-01	2011-07-01	bhatt_nonepitope	1.03	2014-07-01	2013-07-01	0	363000	374806	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt_nonepitope	0.54	2013-07-01	2012-07-01	0	360000	193642	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt_nonepitope	0.96	2014-07-01	2013-07-01	0	363000	347857	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2013-07-01	2012-07-01	bhatt_nonepitope	0.65	2015-07-01	2014-07-01	0	358800	231776	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt_nonepitope	1.19	2014-07-01	2013-07-01	0	366025	436464	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt_nonepitope	1.02	2015-07-01	2014-07-01	0	361790	370691	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2014-07-01	2013-07-01	bhatt_nonepitope	1.13	2016-07-01	2015-07-01	0	363605	409528	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt_nonepitope	0.74	2015-07-01	2014-07-01	0	357604	263240	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt_nonepitope	0.8	2016-07-01	2015-07-01	0	359398	288394	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2015-07-01	2014-07-01	bhatt_nonepitope	0.96	2017-07-01	2016-07-01	0	362388	349701	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt_nonepitope	0.83	2016-07-01	2015-07-01	0	361201	298126	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt_nonepitope	1.0	2017-07-01	2016-07-01	0	364206	364478	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2016-07-01	2015-07-01	bhatt_nonepitope	1.53	2018-07-01	2017-07-01	0	362403	554231	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt_nonepitope	1.09	2017-07-01	2016-07-01	0	367236	399508	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt_nonepitope	1.53	2018-07-01	2017-07-01	0	365418	560131	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2017-07-01	2016-07-01	bhatt_nonepitope	1.7	2019-07-01	2018-07-01	0	362994	615487	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt_nonepitope	1.6	2018-07-01	2017-07-01	0	363609	582010	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt_nonepitope	1.7	2019-07-01	2018-07-01	0	361197	612584	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2018-07-01	2017-07-01	bhatt_nonepitope	1.65	2020-07-01	2019-07-01	0	88641	146090	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2019-07-01	2018-07-01	bhatt_nonepitope	1.62	2019-07-01	2018-07-01	0	358801	582260	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2019-07-01	2018-07-01	bhatt_nonepitope	1.46	2020-07-01	2019-07-01	0	88053	128660	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2020-07-01	2019-07-01	bhatt_nonepitope	1.17	2020-07-01	2019-07-01	0	21609	25216	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	krammer	3.08	1997-07-01	1996-07-01	0	1225	3776	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	krammer	3.06	1998-07-01	1997-07-01	0	3780	11568	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1997-07-01	1996-07-01	krammer	3.85	1999-07-01	1998-07-01	0	4515	17361	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	krammer	1.78	1998-07-01	1997-07-01	0	11664	20814	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	krammer	2.82	1999-07-01	1998-07-01	0	13932	39229	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1998-07-01	1997-07-01	krammer	3.91	2000-07-01	1999-07-01	0	13932	54439	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	krammer	2.86	1999-07-01	1998-07-01	0	16641	47538	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	krammer	3.71	2000-07-01	1999-07-01	0	16641	61789	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
1999-07-01	1998-07-01	krammer	3.84	2001-07-01	2000-07-01	0	17673	67936	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	krammer	0.71	2000-07-01	1999-07-01	0	16641	11894	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	krammer	0.67	2001-07-01	2000-07-01	0	17673	11773	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2000-07-01	1999-07-01	krammer	2.1	2002-07-01	2001-07-01	0	32508	68429	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	krammer	0.56	2001-07-01	2000-07-01	0	18769	10584	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	krammer	1.84	2002-07-01	2001-07-01	0	34524	63399	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2001-07-01	2000-07-01	krammer	1.85	2003-07-01	2002-07-01	0	30003	55517	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	krammer	1.0	2002-07-01	2001-07-01	0	63504	63650	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	krammer	1.53	2003-07-01	2002-07-01	0	55188	84584	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2002-07-01	2001-07-01	krammer	2.16	2004-07-01	2003-07-01	0	94248	203868	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	krammer	1.8	2003-07-01	2002-07-01	0	47961	86418	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	krammer	2.19	2004-07-01	2003-07-01	0	81906	178965	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2003-07-01	2002-07-01	krammer	2.94	2005-07-01	2004-07-01	0	100083	294643	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	krammer	1.73	2004-07-01	2003-07-01	0	139876	241600	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	krammer	2.2	2005-07-01	2004-07-01	0	170918	376281	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2004-07-01	2003-07-01	krammer	2.49	2006-07-01	2005-07-01	0	124542	309585	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	krammer	0.87	2005-07-01	2004-07-01	0	208849	181012	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	krammer	1.2	2006-07-01	2005-07-01	0	152181	182885	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2005-07-01	2004-07-01	krammer	2.48	2007-07-01	2006-07-01	0	189198	469107	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	krammer	1.44	2006-07-01	2005-07-01	0	110889	160022	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	krammer	2.52	2007-07-01	2006-07-01	0	137862	347219	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2006-07-01	2005-07-01	krammer	3.03	2008-07-01	2007-07-01	0	159174	482998	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	krammer	1.76	2007-07-01	2006-07-01	0	171396	301182	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	krammer	1.82	2008-07-01	2007-07-01	0	197892	359667	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2007-07-01	2006-07-01	krammer	2.06	2009-07-01	2008-07-01	0	214452	440974	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	krammer	1.49	2008-07-01	2007-07-01	0	228484	340978	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	krammer	1.34	2009-07-01	2008-07-01	0	247604	332604	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2008-07-01	2007-07-01	krammer	2.26	2010-07-01	2009-07-01	0	187854	424420	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	krammer	0.61	2009-07-01	2008-07-01	0	268324	162740	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	krammer	1.41	2010-07-01	2009-07-01	0	203574	287508	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2009-07-01	2008-07-01	krammer	2.57	2011-07-01	2010-07-01	0	307174	788773	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	krammer	1.5	2010-07-01	2009-07-01	0	154449	231696	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	krammer	1.94	2011-07-01	2010-07-01	0	233049	451362	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2010-07-01	2009-07-01	krammer	2.51	2012-07-01	2011-07-01	0	235800	592015	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	krammer	1.56	2011-07-01	2010-07-01	0	351649	547874	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
2011-07-01	2010-07-01	krammer	1.74	2012-07-01	2011-07-01	0	355800	620755	results/global_mean_seasonal_distances_h3n2_na_21y.tsv
