current_season_end	current_season_start	distance_map	mean_distance	other_season_end	other_season_start	replicate	total_comparisons	total_distance	filename
2001-07-01	2000-07-01	wolf	8.0	2003-07-01	2002-07-01	0	111537	892284.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	wolf	3.9	2002-07-01	2001-07-01	0	163216	636450.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	wolf	6.4	2003-07-01	2002-07-01	0	185436	1186271.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	wolf	9.79	2004-07-01	2003-07-01	0	222604	2178944.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	wolf	5.17	2003-07-01	2002-07-01	0	210681	1089060.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	wolf	6.23	2004-07-01	2003-07-01	0	252909	1575307.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	wolf	8.7	2005-07-01	2004-07-01	0	275859	2399808.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	wolf	4.57	2004-07-01	2003-07-01	0	303601	1387772.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	wolf	5.7	2005-07-01	2004-07-01	0	331151	1886335.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	wolf	6.53	2006-07-01	2005-07-01	0	279908	1827694.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	wolf	2.83	2005-07-01	2004-07-01	0	361201	1023398.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	wolf	3.25	2006-07-01	2005-07-01	0	305308	990859.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	wolf	4.37	2007-07-01	2006-07-01	0	335959	1467303.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	wolf	2.88	2006-07-01	2005-07-01	0	258064	743462.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	wolf	3.6	2007-07-01	2006-07-01	0	283972	1021145.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	wolf	4.47	2008-07-01	2007-07-01	0	294132	1313789.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	wolf	3.42	2007-07-01	2006-07-01	0	312481	1067880.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	wolf	3.8	2008-07-01	2007-07-01	0	323661	1228862.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	wolf	4.76	2009-07-01	2008-07-01	0	328692	1563164.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	wolf	3.04	2008-07-01	2007-07-01	0	335241	1020318.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	wolf	3.54	2009-07-01	2008-07-01	0	340452	1205976.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	wolf	6.48	2010-07-01	2009-07-01	0	275025	1782877.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2009-07-01	2008-07-01	wolf	3.18	2009-07-01	2008-07-01	0	345744	1099924.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2009-07-01	2008-07-01	wolf	5.21	2010-07-01	2009-07-01	0	279300	1455510.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2009-07-01	2008-07-01	wolf	7.34	2011-07-01	2010-07-01	0	350448	2570797.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2010-07-01	2009-07-01	wolf	4.55	2010-07-01	2009-07-01	0	225625	1026232.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2010-07-01	2009-07-01	wolf	6.17	2011-07-01	2010-07-01	0	283100	1747689.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2010-07-01	2009-07-01	wolf	6.56	2012-07-01	2011-07-01	0	285000	1870829.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2011-07-01	2010-07-01	wolf	5.8	2011-07-01	2010-07-01	0	355216	2061176.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2011-07-01	2010-07-01	wolf	6.65	2012-07-01	2011-07-01	0	357600	2377631.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2011-07-01	2010-07-01	wolf	8.9	2013-07-01	2012-07-01	0	358196	3186517.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2012-07-01	2011-07-01	wolf	5.27	2012-07-01	2011-07-01	0	360000	1896818.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2012-07-01	2011-07-01	wolf	5.86	2013-07-01	2012-07-01	0	360600	2112636.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2012-07-01	2011-07-01	wolf	7.36	2014-07-01	2013-07-01	0	365400	2688042.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2013-07-01	2012-07-01	wolf	4.24	2013-07-01	2012-07-01	0	361201	1530496.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2013-07-01	2012-07-01	wolf	4.32	2014-07-01	2013-07-01	0	366009	1582172.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2013-07-01	2012-07-01	wolf	6.12	2015-07-01	2014-07-01	0	359999	2204728.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2014-07-01	2013-07-01	wolf	2.84	2014-07-01	2013-07-01	0	370881	1053388.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2014-07-01	2013-07-01	wolf	4.89	2015-07-01	2014-07-01	0	364791	1784782.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2014-07-01	2013-07-01	wolf	6.22	2016-07-01	2015-07-01	0	363573	2261872.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2015-07-01	2014-07-01	wolf	5.17	2015-07-01	2014-07-01	0	358801	1853248.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2015-07-01	2014-07-01	wolf	5.43	2016-07-01	2015-07-01	0	357603	1941011.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2015-07-01	2014-07-01	wolf	6.84	2017-07-01	2016-07-01	0	362994	2483163.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2016-07-01	2015-07-01	wolf	4.52	2016-07-01	2015-07-01	0	356409	1612660.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2016-07-01	2015-07-01	wolf	5.76	2017-07-01	2016-07-01	0	361782	2082286.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2016-07-01	2015-07-01	wolf	7.19	2018-07-01	2017-07-01	0	360588	2591573.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2017-07-01	2016-07-01	wolf	6.15	2017-07-01	2016-07-01	0	367236	2259452.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2017-07-01	2016-07-01	wolf	7.28	2018-07-01	2017-07-01	0	366024	2665063.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2017-07-01	2016-07-01	wolf	8.67	2019-07-01	2018-07-01	0	364206	3158311.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2018-07-01	2017-07-01	wolf	7.2	2018-07-01	2017-07-01	0	364816	2628116.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2018-07-01	2017-07-01	wolf	8.24	2019-07-01	2018-07-01	0	363004	2990974.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2018-07-01	2017-07-01	wolf	9.23	2020-07-01	2019-07-01	0	86976	803014.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2019-07-01	2018-07-01	wolf	7.74	2019-07-01	2018-07-01	0	361201	2796296.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2019-07-01	2018-07-01	wolf	7.97	2020-07-01	2019-07-01	0	86544	689952.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2020-07-01	2019-07-01	wolf	7.2	2020-07-01	2019-07-01	0	20736	149390.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1997-07-01	1996-07-01	wolf_nonepitope	2.11	1997-07-01	1996-07-01	0	1936	4082.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1997-07-01	1996-07-01	wolf_nonepitope	1.96	1998-07-01	1997-07-01	0	7568	14829.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1997-07-01	1996-07-01	wolf_nonepitope	3.02	1999-07-01	1998-07-01	0	9592	28939.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1998-07-01	1997-07-01	wolf_nonepitope	1.6	1998-07-01	1997-07-01	0	29584	47368.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1998-07-01	1997-07-01	wolf_nonepitope	2.77	1999-07-01	1998-07-01	0	37496	103790.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1998-07-01	1997-07-01	wolf_nonepitope	4.04	2000-07-01	1999-07-01	0	44376	179452.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1999-07-01	1998-07-01	wolf_nonepitope	3.36	1999-07-01	1998-07-01	0	47524	159878.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1999-07-01	1998-07-01	wolf_nonepitope	4.8	2000-07-01	1999-07-01	0	56244	269942.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1999-07-01	1998-07-01	wolf_nonepitope	4.76	2001-07-01	2000-07-01	0	52974	252375.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2000-07-01	1999-07-01	wolf_nonepitope	4.28	2000-07-01	1999-07-01	0	66564	284722.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2000-07-01	1999-07-01	wolf_nonepitope	5.11	2001-07-01	2000-07-01	0	62694	320480.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2000-07-01	1999-07-01	wolf_nonepitope	7.63	2002-07-01	2001-07-01	0	104232	795540.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2001-07-01	2000-07-01	wolf_nonepitope	4.82	2001-07-01	2000-07-01	0	59049	284782.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2001-07-01	2000-07-01	wolf_nonepitope	6.81	2002-07-01	2001-07-01	0	98172	668813.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2001-07-01	2000-07-01	wolf_nonepitope	8.5	2003-07-01	2002-07-01	0	111537	948130.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	wolf_nonepitope	6.01	2002-07-01	2001-07-01	0	163216	980890.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	wolf_nonepitope	7.71	2003-07-01	2002-07-01	0	185436	1429256.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	wolf_nonepitope	8.57	2004-07-01	2003-07-01	0	222604	1907336.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	wolf_nonepitope	5.77	2003-07-01	2002-07-01	0	210681	1216400.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	wolf_nonepitope	4.61	2004-07-01	2003-07-01	0	252909	1165327.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	wolf_nonepitope	5.54	2005-07-01	2004-07-01	0	275859	1528823.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	wolf_nonepitope	1.9	2004-07-01	2003-07-01	0	303601	575874.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	wolf_nonepitope	2.83	2005-07-01	2004-07-01	0	331151	937755.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	wolf_nonepitope	4.12	2006-07-01	2005-07-01	0	279908	1152590.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	wolf_nonepitope	2.69	2005-07-01	2004-07-01	0	361201	971750.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	wolf_nonepitope	3.42	2006-07-01	2005-07-01	0	305308	1044139.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	wolf_nonepitope	4.3	2007-07-01	2006-07-01	0	335959	1443326.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	wolf_nonepitope	3.18	2006-07-01	2005-07-01	0	258064	819742.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	wolf_nonepitope	3.44	2007-07-01	2006-07-01	0	283972	978269.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	wolf_nonepitope	3.85	2008-07-01	2007-07-01	0	294132	1132727.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	wolf_nonepitope	2.49	2007-07-01	2006-07-01	0	312481	778184.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	wolf_nonepitope	2.6	2008-07-01	2007-07-01	0	323661	841281.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	wolf_nonepitope	3.04	2009-07-01	2008-07-01	0	328692	998958.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	wolf_nonepitope	2.36	2008-07-01	2007-07-01	0	335241	790276.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	wolf_nonepitope	2.47	2009-07-01	2008-07-01	0	340452	842378.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	wolf_nonepitope	2.79	2010-07-01	2009-07-01	0	275025	767496.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2009-07-01	2008-07-01	wolf_nonepitope	1.94	2009-07-01	2008-07-01	0	345744	669470.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2009-07-01	2008-07-01	wolf_nonepitope	2.09	2010-07-01	2009-07-01	0	279300	584040.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2009-07-01	2008-07-01	wolf_nonepitope	2.41	2011-07-01	2010-07-01	0	350448	844018.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2010-07-01	2009-07-01	wolf_nonepitope	2.15	2010-07-01	2009-07-01	0	225625	485472.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2010-07-01	2009-07-01	wolf_nonepitope	2.47	2011-07-01	2010-07-01	0	283100	700269.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2010-07-01	2009-07-01	wolf_nonepitope	3.24	2012-07-01	2011-07-01	0	285000	922559.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2011-07-01	2010-07-01	wolf_nonepitope	2.66	2011-07-01	2010-07-01	0	355216	946438.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2011-07-01	2010-07-01	wolf_nonepitope	3.28	2012-07-01	2011-07-01	0	357600	1173171.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2011-07-01	2010-07-01	wolf_nonepitope	3.88	2013-07-01	2012-07-01	0	358196	1388333.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2012-07-01	2011-07-01	wolf_nonepitope	2.85	2012-07-01	2011-07-01	0	360000	1024298.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2012-07-01	2011-07-01	wolf_nonepitope	3.19	2013-07-01	2012-07-01	0	360600	1149220.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2012-07-01	2011-07-01	wolf_nonepitope	4.0	2014-07-01	2013-07-01	0	365400	1460294.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2013-07-01	2012-07-01	wolf_nonepitope	2.68	2013-07-01	2012-07-01	0	361201	969428.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2013-07-01	2012-07-01	wolf_nonepitope	3.07	2014-07-01	2013-07-01	0	366009	1123964.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2013-07-01	2012-07-01	wolf_nonepitope	4.48	2015-07-01	2014-07-01	0	359999	1613904.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2014-07-01	2013-07-01	wolf_nonepitope	2.98	2014-07-01	2013-07-01	0	370881	1103448.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2014-07-01	2013-07-01	wolf_nonepitope	4.12	2015-07-01	2014-07-01	0	364791	1501572.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2014-07-01	2013-07-01	wolf_nonepitope	5.16	2016-07-01	2015-07-01	0	363573	1876574.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2015-07-01	2014-07-01	wolf_nonepitope	3.68	2015-07-01	2014-07-01	0	358801	1320672.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2015-07-01	2014-07-01	wolf_nonepitope	3.81	2016-07-01	2015-07-01	0	357603	1363898.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2015-07-01	2014-07-01	wolf_nonepitope	4.28	2017-07-01	2016-07-01	0	362994	1555216.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2016-07-01	2015-07-01	wolf_nonepitope	2.94	2016-07-01	2015-07-01	0	356409	1047936.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2016-07-01	2015-07-01	wolf_nonepitope	3.0	2017-07-01	2016-07-01	0	361782	1086822.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2016-07-01	2015-07-01	wolf_nonepitope	2.97	2018-07-01	2017-07-01	0	360588	1069798.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2017-07-01	2016-07-01	wolf_nonepitope	2.78	2017-07-01	2016-07-01	0	367236	1022584.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2017-07-01	2016-07-01	wolf_nonepitope	2.77	2018-07-01	2017-07-01	0	366024	1015176.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2017-07-01	2016-07-01	wolf_nonepitope	3.9	2019-07-01	2018-07-01	0	364206	1419080.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2018-07-01	2017-07-01	wolf_nonepitope	2.72	2018-07-01	2017-07-01	0	364816	991522.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2018-07-01	2017-07-01	wolf_nonepitope	3.83	2019-07-01	2018-07-01	0	363004	1391174.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2018-07-01	2017-07-01	wolf_nonepitope	4.44	2020-07-01	2019-07-01	0	86976	386373.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2019-07-01	2018-07-01	wolf_nonepitope	4.47	2019-07-01	2018-07-01	0	361201	1615544.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2019-07-01	2018-07-01	wolf_nonepitope	4.83	2020-07-01	2019-07-01	0	86544	418361.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2020-07-01	2019-07-01	wolf_nonepitope	4.81	2020-07-01	2019-07-01	0	20736	99802.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1997-07-01	1996-07-01	koel	0.7	1997-07-01	1996-07-01	0	1936	1346.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1997-07-01	1996-07-01	koel	1.5	1998-07-01	1997-07-01	0	7568	11325.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1997-07-01	1996-07-01	koel	1.63	1999-07-01	1998-07-01	0	9592	15595.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1998-07-01	1997-07-01	koel	0.96	1998-07-01	1997-07-01	0	29584	28332.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1998-07-01	1997-07-01	koel	0.63	1999-07-01	1998-07-01	0	37496	23469.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1998-07-01	1997-07-01	koel	0.62	2000-07-01	1999-07-01	0	44376	27565.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1999-07-01	1998-07-01	koel	0.12	1999-07-01	1998-07-01	0	47524	5562.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1999-07-01	1998-07-01	koel	0.11	2000-07-01	1999-07-01	0	56244	5928.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
1999-07-01	1998-07-01	koel	0.11	2001-07-01	2000-07-01	0	52974	5942.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2000-07-01	1999-07-01	koel	0.09	2000-07-01	1999-07-01	0	66564	6112.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2000-07-01	1999-07-01	koel	0.1	2001-07-01	2000-07-01	0	62694	6249.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2000-07-01	1999-07-01	koel	0.14	2002-07-01	2001-07-01	0	104232	14844.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2001-07-01	2000-07-01	koel	0.11	2001-07-01	2000-07-01	0	59049	6258.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2001-07-01	2000-07-01	koel	0.15	2002-07-01	2001-07-01	0	98172	14651.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2001-07-01	2000-07-01	koel	1.42	2003-07-01	2002-07-01	0	111537	158009.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	koel	0.19	2002-07-01	2001-07-01	0	163216	30946.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	koel	1.41	2003-07-01	2002-07-01	0	185436	261507.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2002-07-01	2001-07-01	koel	3.12	2004-07-01	2003-07-01	0	222604	694061.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	koel	1.34	2003-07-01	2002-07-01	0	210681	282888.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	koel	2.14	2004-07-01	2003-07-01	0	252909	541018.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2003-07-01	2002-07-01	koel	3.98	2005-07-01	2004-07-01	0	275859	1098460.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	koel	1.48	2004-07-01	2003-07-01	0	303601	450676.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	koel	2.22	2005-07-01	2004-07-01	0	331151	733572.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2004-07-01	2003-07-01	koel	2.74	2006-07-01	2005-07-01	0	279908	767012.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	koel	0.69	2005-07-01	2004-07-01	0	361201	249902.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	koel	0.97	2006-07-01	2005-07-01	0	305308	296425.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2005-07-01	2004-07-01	koel	1.04	2007-07-01	2006-07-01	0	335959	349224.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	koel	0.65	2006-07-01	2005-07-01	0	258064	167736.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	koel	0.44	2007-07-01	2006-07-01	0	283972	125653.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2006-07-01	2005-07-01	koel	0.51	2008-07-01	2007-07-01	0	294132	149085.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	koel	0.09	2007-07-01	2006-07-01	0	312481	27580.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	koel	0.14	2008-07-01	2007-07-01	0	323661	46166.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2007-07-01	2006-07-01	koel	0.61	2009-07-01	2008-07-01	0	328692	200477.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	koel	0.19	2008-07-01	2007-07-01	0	335241	62482.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	koel	0.64	2009-07-01	2008-07-01	0	340452	216538.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2008-07-01	2007-07-01	koel	1.89	2010-07-01	2009-07-01	0	275025	520755.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2009-07-01	2008-07-01	koel	0.88	2009-07-01	2008-07-01	0	345744	305462.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
2009-07-01	2008-07-01	koel	1.54	2010-07-01	2009-07-01	0	279300	429736.0	results/global_mean_seasonal_distances_h3n2_ha_21y.tsv
