current_season_start	current_season_end	other_season_start	other_season_end	distance_map	mean	std	count
2005-07-01	2006-07-01	2006-07-01	2007-07-01	bhatt	6.37	0.018708286933869722	5
2005-07-01	2006-07-01	2006-07-01	2007-07-01	bhatt_nonepitope	2.098	0.0164316767251549	5
2005-07-01	2006-07-01	2006-07-01	2007-07-01	krammer	2.5140000000000002	0.0207364413533277	5
2005-07-01	2006-07-01	2007-07-01	2008-07-01	bhatt	7.628	0.03492849839314603	5
2005-07-01	2006-07-01	2007-07-01	2008-07-01	bhatt_nonepitope	2.4219999999999997	0.026832815729997374	5
2005-07-01	2006-07-01	2007-07-01	2008-07-01	krammer	3.0420000000000003	0.017888543819998194	5
2006-07-01	2007-07-01	2006-07-01	2007-07-01	bhatt	5.182	0.0420713679359253	5
2006-07-01	2007-07-01	2006-07-01	2007-07-01	bhatt_nonepitope	2.0439999999999996	0.00894427190999912	5
2006-07-01	2007-07-01	2006-07-01	2007-07-01	krammer	1.734	0.019493588689617945	5
2006-07-01	2007-07-01	2007-07-01	2008-07-01	bhatt	5.369999999999999	0.046368092477478924	5
2006-07-01	2007-07-01	2007-07-01	2008-07-01	bhatt_nonepitope	1.9	0.025495097567963837	5
2006-07-01	2007-07-01	2007-07-01	2008-07-01	krammer	1.784	0.01140175425099145	5
2006-07-01	2007-07-01	2008-07-01	2009-07-01	bhatt	6.238	0.05630275304103717	5
2006-07-01	2007-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	1.652	0.022803508501982754	5
2006-07-01	2007-07-01	2008-07-01	2009-07-01	krammer	2.062	0.023874672772626757	5
2007-07-01	2008-07-01	2007-07-01	2008-07-01	bhatt	4.394	0.06841052550594813	5
2007-07-01	2008-07-01	2007-07-01	2008-07-01	bhatt_nonepitope	1.49	0.05147815070493501	5
2007-07-01	2008-07-01	2007-07-01	2008-07-01	krammer	1.434	0.015165750888103123	5
2007-07-01	2008-07-01	2008-07-01	2009-07-01	bhatt	4.354	0.03781534080237819	5
2007-07-01	2008-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	1.126	0.032093613071762325	5
2007-07-01	2008-07-01	2008-07-01	2009-07-01	krammer	1.3239999999999998	0.015165750888103157	5
2007-07-01	2008-07-01	2009-07-01	2010-07-01	bhatt	5.6160000000000005	0.049799598391954636	5
2007-07-01	2008-07-01	2009-07-01	2010-07-01	bhatt_nonepitope	1.126	0.04393176527297754	5
2007-07-01	2008-07-01	2009-07-01	2010-07-01	krammer	2.332	0.016431676725154953	5
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt	2.806	0.02509980079602256	5
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	0.628	0.013038404810405314	5
2008-07-01	2009-07-01	2008-07-01	2009-07-01	krammer	0.636	0.023021728866442697	5
2008-07-01	2009-07-01	2009-07-01	2010-07-01	bhatt	3.8299999999999996	0.025495097567963854	5
2008-07-01	2009-07-01	2009-07-01	2010-07-01	bhatt_nonepitope	0.6639999999999999	0.01949358868961794	5
2008-07-01	2009-07-01	2009-07-01	2010-07-01	krammer	1.522	0.013038404810405219	5
2008-07-01	2009-07-01	2010-07-01	2011-07-01	bhatt	5.29	0.02738612787525841	5
2008-07-01	2009-07-01	2010-07-01	2011-07-01	bhatt_nonepitope	0.522	0.010954451150103319	5
2008-07-01	2009-07-01	2010-07-01	2011-07-01	krammer	2.54	0.012247448713915834	5
2009-07-01	2010-07-01	2009-07-01	2010-07-01	bhatt	3.6159999999999997	0.03781534080237813	5
2009-07-01	2010-07-01	2009-07-01	2010-07-01	bhatt_nonepitope	0.658	0.03271085446759226	5
2009-07-01	2010-07-01	2009-07-01	2010-07-01	krammer	1.496	0.005477225575051661	5
2009-07-01	2010-07-01	2010-07-01	2011-07-01	bhatt	4.184	0.04219004621945825	5
2009-07-01	2010-07-01	2010-07-01	2011-07-01	bhatt_nonepitope	0.55	0.018708286933869674	5
2009-07-01	2010-07-01	2010-07-01	2011-07-01	krammer	1.778	0.01643167672515506	5
2009-07-01	2010-07-01	2011-07-01	2012-07-01	bhatt	5.26	0.052440442408507315	5
2009-07-01	2010-07-01	2011-07-01	2012-07-01	bhatt_nonepitope	0.658	0.01643167672515499	5
2009-07-01	2010-07-01	2011-07-01	2012-07-01	krammer	2.3280000000000003	0.02280350850198283	5
2010-07-01	2011-07-01	2010-07-01	2011-07-01	bhatt	3.65	0.0784219357067906	5
2010-07-01	2011-07-01	2010-07-01	2011-07-01	bhatt_nonepitope	0.39799999999999996	0.0178885438199983	5
2010-07-01	2011-07-01	2010-07-01	2011-07-01	krammer	1.386	0.046690470119714965	5
2010-07-01	2011-07-01	2011-07-01	2012-07-01	bhatt	4.314	0.05458937625582472	5
2010-07-01	2011-07-01	2011-07-01	2012-07-01	bhatt_nonepitope	0.508	0.013038404810405314	5
2010-07-01	2011-07-01	2011-07-01	2012-07-01	krammer	1.6300000000000001	0.03741657386773943	5
2010-07-01	2011-07-01	2012-07-01	2013-07-01	bhatt	5.14	0.05999999999999993	5
2010-07-01	2011-07-01	2012-07-01	2013-07-01	bhatt_nonepitope	0.466	0.008944271909999139	5
2010-07-01	2011-07-01	2012-07-01	2013-07-01	krammer	1.8059999999999998	0.019493588689617952	5
2011-07-01	2012-07-01	2011-07-01	2012-07-01	bhatt	3.276	0.05128352561983233	5
2011-07-01	2012-07-01	2011-07-01	2012-07-01	bhatt_nonepitope	0.614	0.025099800796022288	5
2011-07-01	2012-07-01	2011-07-01	2012-07-01	krammer	1.062	0.0311448230047949	5
2011-07-01	2012-07-01	2012-07-01	2013-07-01	bhatt	3.31	0.043011626335213354	5
2011-07-01	2012-07-01	2012-07-01	2013-07-01	bhatt_nonepitope	0.5780000000000001	0.019235384061671322	5
2011-07-01	2012-07-01	2012-07-01	2013-07-01	krammer	1.0	0.020000000000000018	5
2011-07-01	2012-07-01	2013-07-01	2014-07-01	bhatt	4.884	0.024083189157584766	5
2011-07-01	2012-07-01	2013-07-01	2014-07-01	bhatt_nonepitope	0.95	0.012247448713915874	5
2011-07-01	2012-07-01	2013-07-01	2014-07-01	krammer	1.94	0.010000000000000009	5
2012-07-01	2013-07-01	2012-07-01	2013-07-01	bhatt	2.508	0.08786353054595515	5
2012-07-01	2013-07-01	2012-07-01	2013-07-01	bhatt_nonepitope	0.534	0.02792848008753787	5
2012-07-01	2013-07-01	2012-07-01	2013-07-01	krammer	0.844	0.039749213828703604	5
2012-07-01	2013-07-01	2013-07-01	2014-07-01	bhatt	3.7600000000000002	0.06041522986797273	5
2012-07-01	2013-07-01	2013-07-01	2014-07-01	bhatt_nonepitope	0.898	0.016431676725154987	5
2012-07-01	2013-07-01	2013-07-01	2014-07-01	krammer	1.716	0.03361547262794325	5
2012-07-01	2013-07-01	2014-07-01	2015-07-01	bhatt	5.0920000000000005	0.036331804249169965	5
2012-07-01	2013-07-01	2014-07-01	2015-07-01	bhatt_nonepitope	0.5999999999999999	0.010000000000000009	5
2012-07-01	2013-07-01	2014-07-01	2015-07-01	krammer	1.892	0.024899799195977453	5
2013-07-01	2014-07-01	2013-07-01	2014-07-01	bhatt	4.148000000000001	0.027748873851023526	5
2013-07-01	2014-07-01	2013-07-01	2014-07-01	bhatt_nonepitope	1.0720000000000003	0.019235384061671416	5
2013-07-01	2014-07-01	2013-07-01	2014-07-01	krammer	1.954	0.02792848008753796	5
2013-07-01	2014-07-01	2014-07-01	2015-07-01	bhatt	5.462000000000001	0.025884358211089704	5
2013-07-01	2014-07-01	2014-07-01	2015-07-01	bhatt_nonepitope	0.924	0.011401754250991346	5
2013-07-01	2014-07-01	2014-07-01	2015-07-01	krammer	2.124	0.024083189157584527	5
2013-07-01	2014-07-01	2015-07-01	2016-07-01	bhatt	7.537999999999999	0.054497706373755325	5
2013-07-01	2014-07-01	2015-07-01	2016-07-01	bhatt_nonepitope	1.1179999999999999	0.01643167672515491	5
2013-07-01	2014-07-01	2015-07-01	2016-07-01	krammer	3.4859999999999998	0.04505552130427534	5
2014-07-01	2015-07-01	2014-07-01	2015-07-01	bhatt	4.662	0.0449444101084885	5
2014-07-01	2015-07-01	2014-07-01	2015-07-01	bhatt_nonepitope	0.654	0.030495901363953793	5
2014-07-01	2015-07-01	2014-07-01	2015-07-01	krammer	1.5959999999999999	0.047222875812470325	5
2014-07-01	2015-07-01	2015-07-01	2016-07-01	bhatt	5.848	0.03962322551231817	5
2014-07-01	2015-07-01	2015-07-01	2016-07-01	bhatt_nonepitope	0.8099999999999999	0.024494897427831765	5
2014-07-01	2015-07-01	2015-07-01	2016-07-01	krammer	2.47	0.03937003937005892	5
2014-07-01	2015-07-01	2016-07-01	2017-07-01	bhatt	7.178	0.06140032573203497	5
2014-07-01	2015-07-01	2016-07-01	2017-07-01	bhatt_nonepitope	0.916	0.016733200530681475	5
2014-07-01	2015-07-01	2016-07-01	2017-07-01	krammer	3.1900000000000004	0.03391164991562622	5
2015-07-01	2016-07-01	2015-07-01	2016-07-01	bhatt	5.49	0.06999999999999984	5
2015-07-01	2016-07-01	2015-07-01	2016-07-01	bhatt_nonepitope	0.8880000000000001	0.031937438845342656	5
2015-07-01	2016-07-01	2015-07-01	2016-07-01	krammer	2.248	0.03114482300479472	5
2015-07-01	2016-07-01	2016-07-01	2017-07-01	bhatt	5.996	0.07368853370776254	5
2015-07-01	2016-07-01	2016-07-01	2017-07-01	bhatt_nonepitope	1.032	0.008366600265340763	5
2015-07-01	2016-07-01	2016-07-01	2017-07-01	krammer	2.4520000000000004	0.04024922359499614	5
2015-07-01	2016-07-01	2017-07-01	2018-07-01	bhatt	7.264	0.09787747442593696	5
2015-07-01	2016-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	1.576	0.018165902124585	5
2015-07-01	2016-07-01	2017-07-01	2018-07-01	krammer	3.4520000000000004	0.04549725266430924	5
2016-07-01	2017-07-01	2016-07-01	2017-07-01	bhatt	5.2700000000000005	0.08774964387392152	5
2016-07-01	2017-07-01	2016-07-01	2017-07-01	bhatt_nonepitope	1.08	0.012247448713915844	5
2016-07-01	2017-07-01	2016-07-01	2017-07-01	krammer	2.054	0.025099800796022264	5
2016-07-01	2017-07-01	2017-07-01	2018-07-01	bhatt	5.73	0.08485281374238594	5
2016-07-01	2017-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	1.536	0.011401754250991408	5
2016-07-01	2017-07-01	2017-07-01	2018-07-01	krammer	2.44	0.028284271247461888	5
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt	7.678	0.04438468204234417	5
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	1.8360000000000003	0.011401754250991476	5
2016-07-01	2017-07-01	2018-07-01	2019-07-01	krammer	3.4	0.02915475947422654	5
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt	4.562	0.10305338422390602	5
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	1.5539999999999998	0.018165902124584955	5
2017-07-01	2018-07-01	2017-07-01	2018-07-01	krammer	1.6959999999999997	0.03646916505762101	5
2017-07-01	2018-07-01	2018-07-01	2019-07-01	bhatt	6.204	0.03781534080237811	5
2017-07-01	2018-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	1.9779999999999998	0.014832396974191343	5
2017-07-01	2018-07-01	2018-07-01	2019-07-01	krammer	2.414	0.024083189157584537	5
2017-07-01	2018-07-01	2019-07-01	2020-07-01	bhatt	6.5120000000000005	0.07949842765740753	5
2017-07-01	2018-07-01	2019-07-01	2020-07-01	bhatt_nonepitope	1.8560000000000003	0.026076809620810566	5
2017-07-01	2018-07-01	2019-07-01	2020-07-01	krammer	2.532	0.05167204273105506	5
2018-07-01	2019-07-01	2018-07-01	2019-07-01	bhatt	6.786	0.054129474410897306	5
2018-07-01	2019-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	1.9579999999999997	0.03346640106136289	5
2018-07-01	2019-07-01	2018-07-01	2019-07-01	krammer	2.494	0.027018512172212357	5
2018-07-01	2019-07-01	2019-07-01	2020-07-01	bhatt	6.692	0.07190271204899006	5
2018-07-01	2019-07-01	2019-07-01	2020-07-01	bhatt_nonepitope	1.7740000000000002	0.04393176527297762	5
2018-07-01	2019-07-01	2019-07-01	2020-07-01	krammer	2.316	0.038470768123342665	5
2019-07-01	2020-07-01	2019-07-01	2020-07-01	bhatt	4.62	0.20248456731316591	5
2019-07-01	2020-07-01	2019-07-01	2020-07-01	bhatt_nonepitope	1.174	0.07668115805072323	5
2019-07-01	2020-07-01	2019-07-01	2020-07-01	krammer	1.46	0.11180339887498951	5
