current_season_start	current_season_end	other_season_start	other_season_end	distance_map	mean	std	count
2005-07-01	2006-07-01	2006-07-01	2007-07-01	bhatt_nonepitope	2.076	0.011401754250991337	5
2005-07-01	2006-07-01	2006-07-01	2007-07-01	krammer	2.518	0.014832396974191416	5
2005-07-01	2006-07-01	2007-07-01	2008-07-01	bhatt	7.516	0.026076809620810742	5
2005-07-01	2006-07-01	2007-07-01	2008-07-01	bhatt_nonepitope	2.4080000000000004	0.01483239697419119	5
2005-07-01	2006-07-01	2007-07-01	2008-07-01	krammer	3.044	0.018165902124584972	5
2006-07-01	2007-07-01	2006-07-01	2007-07-01	bhatt	5.388	0.02489979919597738	5
2006-07-01	2007-07-01	2006-07-01	2007-07-01	bhatt_nonepitope	2.1019999999999994	0.014832396974191302	5
2006-07-01	2007-07-01	2006-07-01	2007-07-01	krammer	1.754	0.015165750888103133	5
2006-07-01	2007-07-01	2007-07-01	2008-07-01	bhatt	5.614	0.03781534080237768	5
2006-07-01	2007-07-01	2007-07-01	2008-07-01	bhatt_nonepitope	1.982	0.022803508501982764	5
2006-07-01	2007-07-01	2007-07-01	2008-07-01	krammer	1.8199999999999998	0.01581138830084193	5
2006-07-01	2007-07-01	2008-07-01	2009-07-01	bhatt	6.252000000000001	0.0449444101084882	5
2006-07-01	2007-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	1.714	0.018165902124584923	5
2006-07-01	2007-07-01	2008-07-01	2009-07-01	krammer	2.058	0.020493901531919177	5
2007-07-01	2008-07-01	2007-07-01	2008-07-01	bhatt	4.715999999999999	0.03781534080237831	5
2007-07-01	2008-07-01	2007-07-01	2008-07-01	bhatt_nonepitope	1.6219999999999999	0.03033150177620614	5
2007-07-01	2008-07-01	2007-07-01	2008-07-01	krammer	1.502	0.019235384061671322	5
2007-07-01	2008-07-01	2008-07-01	2009-07-01	bhatt	4.414	0.043358966777357504	5
2007-07-01	2008-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	1.208	0.023874672772626667	5
2007-07-01	2008-07-01	2008-07-01	2009-07-01	krammer	1.348	0.016431676725155005	5
2007-07-01	2008-07-01	2009-07-01	2010-07-01	bhatt	5.6819999999999995	0.023874672772626438	5
2007-07-01	2008-07-01	2009-07-01	2010-07-01	bhatt_nonepitope	1.25	0.01224744871391586	5
2007-07-01	2008-07-01	2009-07-01	2010-07-01	krammer	2.2659999999999996	0.005477225575051882	5
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt	2.608	0.0626099033699942	5
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	0.624	0.008944271909999166	5
2008-07-01	2009-07-01	2008-07-01	2009-07-01	krammer	0.6020000000000001	0.024899799195977488	5
2008-07-01	2009-07-01	2009-07-01	2010-07-01	bhatt	3.636	0.040373258476372804	5
2008-07-01	2009-07-01	2009-07-01	2010-07-01	bhatt_nonepitope	0.692	0.013038404810405283	5
2008-07-01	2009-07-01	2009-07-01	2010-07-01	krammer	1.416	0.016733200530681464	5
2008-07-01	2009-07-01	2010-07-01	2011-07-01	bhatt	5.506000000000001	0.02302172886644242	5
2008-07-01	2009-07-01	2010-07-01	2011-07-01	bhatt_nonepitope	0.536	0.01140175425099139	5
2008-07-01	2009-07-01	2010-07-01	2011-07-01	krammer	2.568	0.0044721359549995034	5
2009-07-01	2010-07-01	2009-07-01	2010-07-01	bhatt	3.66	0.028284271247461926	5
2009-07-01	2010-07-01	2009-07-01	2010-07-01	bhatt_nonepitope	0.728	0.024899799195977478	5
2009-07-01	2010-07-01	2009-07-01	2010-07-01	krammer	1.496	0.015165750888103123	5
2009-07-01	2010-07-01	2010-07-01	2011-07-01	bhatt	4.628	0.016431676725154613	5
2009-07-01	2010-07-01	2010-07-01	2011-07-01	bhatt_nonepitope	0.604	0.018165902124584958	5
2009-07-01	2010-07-01	2010-07-01	2011-07-01	krammer	1.938	0.004472135954999583	5
2009-07-01	2010-07-01	2011-07-01	2012-07-01	bhatt	5.628	0.021679483388678904	5
2009-07-01	2010-07-01	2011-07-01	2012-07-01	bhatt_nonepitope	0.72	0.018708286933869722	5
2009-07-01	2010-07-01	2011-07-01	2012-07-01	krammer	2.484	0.01949358868961788	5
2010-07-01	2011-07-01	2010-07-01	2011-07-01	bhatt	4.264	0.06024948132556851	5
2010-07-01	2011-07-01	2010-07-01	2011-07-01	bhatt_nonepitope	0.42800000000000005	0.01643167672515499	5
2010-07-01	2011-07-01	2010-07-01	2011-07-01	krammer	1.584	0.028809720581775795	5
2010-07-01	2011-07-01	2011-07-01	2012-07-01	bhatt	4.758	0.051185935568278995	5
2010-07-01	2011-07-01	2011-07-01	2012-07-01	bhatt_nonepitope	0.55	0.010000000000000031	5
2010-07-01	2011-07-01	2011-07-01	2012-07-01	krammer	1.736	0.02190890230020668	5
2010-07-01	2011-07-01	2012-07-01	2013-07-01	bhatt	5.484	0.052249401910452485	5
2010-07-01	2011-07-01	2012-07-01	2013-07-01	bhatt_nonepitope	0.49000000000000005	0.015811388300841903	5
2010-07-01	2011-07-01	2012-07-01	2013-07-01	krammer	1.904	0.023021728866442666	5
2011-07-01	2012-07-01	2011-07-01	2012-07-01	bhatt	3.536	0.052249401910452554	5
2011-07-01	2012-07-01	2011-07-01	2012-07-01	bhatt_nonepitope	0.664	0.018165902124584916	5
2011-07-01	2012-07-01	2011-07-01	2012-07-01	krammer	1.16	0.029154759474226483	5
2011-07-01	2012-07-01	2012-07-01	2013-07-01	bhatt	3.4539999999999997	0.03507135583350023	5
2011-07-01	2012-07-01	2012-07-01	2013-07-01	bhatt_nonepitope	0.61	0.014142135623730963	5
2011-07-01	2012-07-01	2012-07-01	2013-07-01	krammer	1.098	0.00836660026534077	5
2011-07-01	2012-07-01	2013-07-01	2014-07-01	bhatt	4.9239999999999995	0.02701851217221244	5
2011-07-01	2012-07-01	2013-07-01	2014-07-01	bhatt_nonepitope	1.036	0.016733200530681558	5
2011-07-01	2012-07-01	2013-07-01	2014-07-01	krammer	2.004	0.020736441353327677	5
2012-07-01	2013-07-01	2012-07-01	2013-07-01	bhatt	2.632	0.04024922359499633	5
2012-07-01	2013-07-01	2012-07-01	2013-07-01	bhatt_nonepitope	0.548	0.019235384061671336	5
2012-07-01	2013-07-01	2012-07-01	2013-07-01	krammer	0.9359999999999999	0.02701851217221252	5
2012-07-01	2013-07-01	2013-07-01	2014-07-01	bhatt	3.8020000000000005	0.027748873851023172	5
2012-07-01	2013-07-01	2013-07-01	2014-07-01	bhatt_nonepitope	0.9640000000000001	0.016733200530681513	5
2012-07-01	2013-07-01	2013-07-01	2014-07-01	krammer	1.754	0.0240831891575846	5
2012-07-01	2013-07-01	2014-07-01	2015-07-01	bhatt	5.279999999999999	0.02345207879911698	5
2012-07-01	2013-07-01	2014-07-01	2015-07-01	bhatt_nonepitope	0.66	0.01732050807568873	5
2012-07-01	2013-07-01	2014-07-01	2015-07-01	krammer	1.902	0.01923538406167136	5
2013-07-01	2014-07-01	2013-07-01	2014-07-01	bhatt	4.226	0.027018512172212905	5
2013-07-01	2014-07-01	2013-07-01	2014-07-01	bhatt_nonepitope	1.186	0.030495901363953814	5
2013-07-01	2014-07-01	2013-07-01	2014-07-01	krammer	1.9940000000000002	0.02880972058177596	5
2013-07-01	2014-07-01	2014-07-01	2015-07-01	bhatt	5.604000000000001	0.02966479394838269	5
2013-07-01	2014-07-01	2014-07-01	2015-07-01	bhatt_nonepitope	1.03	0.014142135623731004	5
2013-07-01	2014-07-01	2014-07-01	2015-07-01	krammer	2.134	0.028809720581776055	5
2013-07-01	2014-07-01	2015-07-01	2016-07-01	bhatt	7.632000000000001	0.0672309452558867	5
2013-07-01	2014-07-01	2015-07-01	2016-07-01	bhatt_nonepitope	1.1300000000000001	0.01581138830084176	5
2013-07-01	2014-07-01	2015-07-01	2016-07-01	krammer	3.3980000000000006	0.04024922359499615	5
2014-07-01	2015-07-01	2014-07-01	2015-07-01	bhatt	5.496	0.046151923036857015	5
2014-07-01	2015-07-01	2014-07-01	2015-07-01	bhatt_nonepitope	0.7539999999999999	0.019493588689617963	5
2014-07-01	2015-07-01	2014-07-01	2015-07-01	krammer	1.72	0.033911649915626375	5
2014-07-01	2015-07-01	2015-07-01	2016-07-01	bhatt	6.516000000000001	0.050793700396801054	5
2014-07-01	2015-07-01	2015-07-01	2016-07-01	bhatt_nonepitope	0.8140000000000001	0.018165902124584913	5
2014-07-01	2015-07-01	2015-07-01	2016-07-01	krammer	2.534	0.025099800796022538	5
2014-07-01	2015-07-01	2016-07-01	2017-07-01	bhatt	8.108	0.06534523701081868	5
2014-07-01	2015-07-01	2016-07-01	2017-07-01	bhatt_nonepitope	0.954	0.015165750888103065	5
2014-07-01	2015-07-01	2016-07-01	2017-07-01	krammer	3.476	0.021908902300206735	5
2015-07-01	2016-07-01	2015-07-01	2016-07-01	bhatt	5.476	0.05549774770204656	5
2015-07-01	2016-07-01	2015-07-01	2016-07-01	bhatt_nonepitope	0.834	0.008944271909999154	5
2015-07-01	2016-07-01	2015-07-01	2016-07-01	krammer	2.0799999999999996	0.021213203435596555	5
2015-07-01	2016-07-01	2016-07-01	2017-07-01	bhatt	5.946	0.0712741187248218	5
2015-07-01	2016-07-01	2016-07-01	2017-07-01	bhatt_nonepitope	0.984	0.015165750888103114	5
2015-07-01	2016-07-01	2016-07-01	2017-07-01	krammer	2.3280000000000003	0.019235384061671357	5
2015-07-01	2016-07-01	2017-07-01	2018-07-01	bhatt	7.186	0.07266360849834007	5
2015-07-01	2016-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	1.516	0.013416407864998736	5
2015-07-01	2016-07-01	2017-07-01	2018-07-01	krammer	3.3200000000000003	0.047958315233127165	5
2016-07-01	2017-07-01	2016-07-01	2017-07-01	bhatt	5.1259999999999994	0.07127411872482181	5
2016-07-01	2017-07-01	2016-07-01	2017-07-01	bhatt_nonepitope	1.0559999999999998	0.02966479394838269	5
2016-07-01	2017-07-01	2016-07-01	2017-07-01	krammer	1.888	0.008366600265340763	5
2016-07-01	2017-07-01	2017-07-01	2018-07-01	bhatt	5.717999999999999	0.01788854381999836	5
2016-07-01	2017-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	1.506	0.015165750888103123	5
2016-07-01	2017-07-01	2017-07-01	2018-07-01	krammer	2.332	0.017888543819998257	5
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt	7.2540000000000004	0.044497190922573954	5
2016-07-01	2017-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	1.682	0.010954451150103297	5
2016-07-01	2017-07-01	2018-07-01	2019-07-01	krammer	3.1119999999999997	0.010954451150103238	5
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt	4.848	0.04024922359499609	5
2017-07-01	2018-07-01	2017-07-01	2018-07-01	bhatt_nonepitope	1.576	0.023021728866442704	5
2017-07-01	2018-07-01	2017-07-01	2018-07-01	krammer	1.718	0.021679483388678866	5
2017-07-01	2018-07-01	2018-07-01	2019-07-01	bhatt	5.909999999999999	0.024494897427831827	5
2017-07-01	2018-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	1.6799999999999997	0.015811388300841944	5
2017-07-01	2018-07-01	2018-07-01	2019-07-01	krammer	2.1719999999999997	0.008366600265340812	5
2017-07-01	2018-07-01	2019-07-01	2020-07-01	bhatt	6.536	0.11282730166054653	5
2017-07-01	2018-07-01	2019-07-01	2020-07-01	bhatt_nonepitope	1.6079999999999999	0.04969909455915665	5
2017-07-01	2018-07-01	2019-07-01	2020-07-01	krammer	2.482	0.08167006795638157	5
2018-07-01	2019-07-01	2018-07-01	2019-07-01	bhatt	6.26	0.06519202405202645	5
2018-07-01	2019-07-01	2018-07-01	2019-07-01	bhatt_nonepitope	1.624	0.0054772255750515164	5
2018-07-01	2019-07-01	2018-07-01	2019-07-01	krammer	2.2080000000000006	0.019235384061671294	5
2018-07-01	2019-07-01	2019-07-01	2020-07-01	bhatt	6.236	0.18008331405213582	5
2018-07-01	2019-07-01	2019-07-01	2020-07-01	bhatt_nonepitope	1.4360000000000002	0.06066300355241247	5
2018-07-01	2019-07-01	2019-07-01	2020-07-01	krammer	2.1180000000000003	0.08927485648266267	5
2019-07-01	2020-07-01	2019-07-01	2020-07-01	bhatt	5.104000000000001	0.3681439935677343	5
2019-07-01	2020-07-01	2019-07-01	2020-07-01	bhatt_nonepitope	1.09	0.14713938969562163	5
2019-07-01	2020-07-01	2019-07-01	2020-07-01	krammer	1.5240000000000002	0.16712270940838658	5
