current_season_end	current_season_start	distance_map	mean_distance	other_season_end	other_season_start	replicate	total_comparisons	total_distance
2009-07-01	2008-07-01	titer_substitution_model	3.45	2011-07-01	2010-07-01	1	280779	967708.33
2010-07-01	2009-07-01	titer_substitution_model	0.94	2010-07-01	2009-07-01	1	142884	134795.55
2010-07-01	2009-07-01	titer_substitution_model	1.21	2011-07-01	2010-07-01	1	204498	248178.32
2010-07-01	2009-07-01	titer_substitution_model	1.37	2012-07-01	2011-07-01	1	202986	278912.7
2011-07-01	2010-07-01	titer_substitution_model	0.56	2011-07-01	2010-07-01	1	292681	164953.77
2011-07-01	2010-07-01	titer_substitution_model	0.74	2012-07-01	2011-07-01	1	290517	215763.37
2011-07-01	2010-07-01	titer_substitution_model	1.2	2013-07-01	2012-07-01	1	304583	366040.26
2012-07-01	2011-07-01	titer_substitution_model	0.51	2012-07-01	2011-07-01	1	288369	146610.95
2012-07-01	2011-07-01	titer_substitution_model	0.85	2013-07-01	2012-07-01	1	302331	257238.37
2012-07-01	2011-07-01	titer_substitution_model	1.56	2014-07-01	2013-07-01	1	307164	479848.12
2013-07-01	2012-07-01	titer_substitution_model	0.56	2013-07-01	2012-07-01	1	316969	177155.08
2013-07-01	2012-07-01	titer_substitution_model	1.14	2014-07-01	2013-07-01	1	322036	366025.36
2013-07-01	2012-07-01	titer_substitution_model	2.17	2015-07-01	2014-07-01	1	335548	728705.13
2014-07-01	2013-07-01	titer_substitution_model	0.8	2014-07-01	2013-07-01	1	327184	263255.75
2014-07-01	2013-07-01	titer_substitution_model	1.63	2015-07-01	2014-07-01	1	340912	555646.47
2014-07-01	2013-07-01	titer_substitution_model	1.92	2016-07-01	2015-07-01	1	340912	652975.9
2015-07-01	2014-07-01	titer_substitution_model	0.93	2015-07-01	2014-07-01	1	355216	332106.01
2015-07-01	2014-07-01	titer_substitution_model	1.02	2016-07-01	2015-07-01	1	355216	361431.91
2015-07-01	2014-07-01	titer_substitution_model	1.32	2017-07-01	2016-07-01	1	365944	483108.24
2016-07-01	2015-07-01	titer_substitution_model	0.61	2016-07-01	2015-07-01	1	355216	217836.63
2016-07-01	2015-07-01	titer_substitution_model	0.91	2017-07-01	2016-07-01	1	365944	334612.21
2016-07-01	2015-07-01	titer_substitution_model	1.01	2018-07-01	2017-07-01	1	359984	363102.04
2017-07-01	2016-07-01	titer_substitution_model	0.89	2017-07-01	2016-07-01	1	376996	334573.28
2017-07-01	2016-07-01	titer_substitution_model	0.95	2018-07-01	2017-07-01	1	370856	350948.2
2017-07-01	2016-07-01	titer_substitution_model	1.32	2019-07-01	2018-07-01	1	370856	490294.95
2018-07-01	2017-07-01	titer_substitution_model	1.21	2018-07-01	2017-07-01	1	364816	439906.0
2018-07-01	2017-07-01	titer_substitution_model	1.67	2019-07-01	2018-07-01	1	364816	610698.79
2018-07-01	2017-07-01	titer_substitution_model	1.6	2020-07-01	2019-07-01	1	91808	147269.57
2019-07-01	2018-07-01	titer_substitution_model	1.59	2019-07-01	2018-07-01	1	364816	578924.34
2019-07-01	2018-07-01	titer_substitution_model	1.52	2020-07-01	2019-07-01	1	91808	139236.77
2020-07-01	2019-07-01	titer_substitution_model	1.1	2020-07-01	2019-07-01	1	23104	25405.44
1997-07-01	1996-07-01	titer_substitution_model	1.88	1997-07-01	1996-07-01	2	1936	3637.85
1997-07-01	1996-07-01	titer_substitution_model	1.9	1998-07-01	1997-07-01	2	5632	10717.27
1997-07-01	1996-07-01	titer_substitution_model	1.91	1999-07-01	1998-07-01	2	6952	13297.26
1998-07-01	1997-07-01	titer_substitution_model	1.2	1998-07-01	1997-07-01	2	16384	19706.84
1998-07-01	1997-07-01	titer_substitution_model	0.92	1999-07-01	1998-07-01	2	20224	18652.11
1998-07-01	1997-07-01	titer_substitution_model	1.15	2000-07-01	1999-07-01	2	24320	28014.42
1999-07-01	1998-07-01	titer_substitution_model	0.59	1999-07-01	1998-07-01	2	24964	14615.43
1999-07-01	1998-07-01	titer_substitution_model	0.65	2000-07-01	1999-07-01	2	30020	19652.81
1999-07-01	1998-07-01	titer_substitution_model	0.77	2001-07-01	2000-07-01	2	33496	25834.42
2000-07-01	1999-07-01	titer_substitution_model	0.28	2000-07-01	1999-07-01	2	36100	10172.47
2000-07-01	1999-07-01	titer_substitution_model	0.38	2001-07-01	2000-07-01	2	40280	15257.23
2000-07-01	1999-07-01	titer_substitution_model	0.81	2002-07-01	2001-07-01	2	70110	56493.41
2001-07-01	2000-07-01	titer_substitution_model	0.27	2001-07-01	2000-07-01	2	44944	12156.62
2001-07-01	2000-07-01	titer_substitution_model	0.54	2002-07-01	2001-07-01	2	78228	42399.97
2001-07-01	2000-07-01	titer_substitution_model	1.46	2003-07-01	2002-07-01	2	72928	106169.25
2002-07-01	2001-07-01	titer_substitution_model	0.48	2002-07-01	2001-07-01	2	136161	65814.46
2002-07-01	2001-07-01	titer_substitution_model	1.32	2003-07-01	2002-07-01	2	126936	167881.59
2002-07-01	2001-07-01	titer_substitution_model	2.3	2004-07-01	2003-07-01	2	164943	379540.25
2003-07-01	2002-07-01	titer_substitution_model	1.02	2003-07-01	2002-07-01	2	118336	120878.21
2003-07-01	2002-07-01	titer_substitution_model	1.34	2004-07-01	2003-07-01	2	153768	206488.79
2003-07-01	2002-07-01	titer_substitution_model	2.45	2005-07-01	2004-07-01	2	170968	418126.77
2004-07-01	2003-07-01	titer_substitution_model	0.97	2004-07-01	2003-07-01	2	199809	193763.4
2004-07-01	2003-07-01	titer_substitution_model	1.56	2005-07-01	2004-07-01	2	222159	347595.13
2004-07-01	2003-07-01	titer_substitution_model	2.41	2006-07-01	2005-07-01	2	201597	485988.69
2005-07-01	2004-07-01	titer_substitution_model	0.71	2005-07-01	2004-07-01	2	247009	174666.49
2005-07-01	2004-07-01	titer_substitution_model	1.35	2006-07-01	2005-07-01	2	224147	303059.25
2005-07-01	2004-07-01	titer_substitution_model	2.33	2007-07-01	2006-07-01	2	247009	576004.66
2006-07-01	2005-07-01	titer_substitution_model	0.84	2006-07-01	2005-07-01	2	203401	169933.34
2006-07-01	2005-07-01	titer_substitution_model	1.44	2007-07-01	2006-07-01	2	224147	322289.32
2006-07-01	2005-07-01	titer_substitution_model	1.9	2008-07-01	2007-07-01	2	213323	404937.06
2007-07-01	2006-07-01	titer_substitution_model	0.78	2007-07-01	2006-07-01	2	247009	193707.06
2007-07-01	2006-07-01	titer_substitution_model	0.95	2008-07-01	2007-07-01	2	235081	223369.47
2007-07-01	2006-07-01	titer_substitution_model	1.72	2009-07-01	2008-07-01	2	257943	443571.34
2008-07-01	2007-07-01	titer_substitution_model	0.48	2008-07-01	2007-07-01	2	223729	108069.99
2008-07-01	2007-07-01	titer_substitution_model	1.16	2009-07-01	2008-07-01	2	245487	284425.05
2008-07-01	2007-07-01	titer_substitution_model	3.49	2010-07-01	2009-07-01	2	177375	619079.15
2009-07-01	2008-07-01	titer_substitution_model	1.29	2009-07-01	2008-07-01	2	269361	347107.57
2009-07-01	2008-07-01	titer_substitution_model	2.72	2010-07-01	2009-07-01	2	194625	530150.32
2009-07-01	2008-07-01	titer_substitution_model	3.37	2011-07-01	2010-07-01	2	281817	950921.28
2010-07-01	2009-07-01	titer_substitution_model	0.93	2010-07-01	2009-07-01	2	140625	131071.17
2010-07-01	2009-07-01	titer_substitution_model	1.2	2011-07-01	2010-07-01	2	203625	244518.47
2010-07-01	2009-07-01	titer_substitution_model	1.35	2012-07-01	2011-07-01	2	201375	272643.24
2011-07-01	2010-07-01	titer_substitution_model	0.61	2011-07-01	2010-07-01	2	294849	179429.01
2011-07-01	2010-07-01	titer_substitution_model	0.77	2012-07-01	2011-07-01	2	291591	223821.75
2011-07-01	2010-07-01	titer_substitution_model	1.22	2013-07-01	2012-07-01	2	306252	372139.99
2012-07-01	2011-07-01	titer_substitution_model	0.48	2012-07-01	2011-07-01	2	288369	138361.07
2012-07-01	2011-07-01	titer_substitution_model	0.81	2013-07-01	2012-07-01	2	302868	244171.06
2012-07-01	2011-07-01	titer_substitution_model	1.52	2014-07-01	2013-07-01	2	306627	465520.07
2013-07-01	2012-07-01	titer_substitution_model	0.52	2013-07-01	2012-07-01	2	318096	164200.05
2013-07-01	2012-07-01	titer_substitution_model	1.1	2014-07-01	2013-07-01	2	322044	353477.34
2013-07-01	2012-07-01	titer_substitution_model	2.08	2015-07-01	2014-07-01	2	335016	696563.69
2014-07-01	2013-07-01	titer_substitution_model	0.78	2014-07-01	2013-07-01	2	326041	255536.87
2014-07-01	2013-07-01	titer_substitution_model	1.58	2015-07-01	2014-07-01	2	339174	534545.88
2014-07-01	2013-07-01	titer_substitution_model	1.89	2016-07-01	2015-07-01	2	340887	645338.98
2015-07-01	2014-07-01	titer_substitution_model	0.96	2015-07-01	2014-07-01	2	352836	337341.74
2015-07-01	2014-07-01	titer_substitution_model	1.06	2016-07-01	2015-07-01	2	354618	375573.26
2015-07-01	2014-07-01	titer_substitution_model	1.37	2017-07-01	2016-07-01	2	364122	499907.76
2016-07-01	2015-07-01	titer_substitution_model	0.59	2016-07-01	2015-07-01	2	356409	211692.46
2016-07-01	2015-07-01	titer_substitution_model	0.9	2017-07-01	2016-07-01	2	365961	330644.45
2016-07-01	2015-07-01	titer_substitution_model	0.93	2018-07-01	2017-07-01	2	362976	336952.46
2017-07-01	2016-07-01	titer_substitution_model	0.91	2017-07-01	2016-07-01	2	375769	341590.57
2017-07-01	2016-07-01	titer_substitution_model	0.91	2018-07-01	2017-07-01	2	372704	339767.64
2017-07-01	2016-07-01	titer_substitution_model	1.3	2019-07-01	2018-07-01	2	369026	480514.06
2018-07-01	2017-07-01	titer_substitution_model	1.2	2018-07-01	2017-07-01	2	369664	444625.92
2018-07-01	2017-07-01	titer_substitution_model	1.69	2019-07-01	2018-07-01	2	366016	617700.59
2018-07-01	2017-07-01	titer_substitution_model	1.61	2020-07-01	2019-07-01	2	91808	147798.57
2019-07-01	2018-07-01	titer_substitution_model	1.58	2019-07-01	2018-07-01	2	362404	572569.5
2019-07-01	2018-07-01	titer_substitution_model	1.5	2020-07-01	2019-07-01	2	90902	136412.16
2020-07-01	2019-07-01	titer_substitution_model	1.03	2020-07-01	2019-07-01	2	22801	23490.21
1997-07-01	1996-07-01	titer_substitution_model	1.84	1997-07-01	1996-07-01	3	1936	3561.07
1997-07-01	1996-07-01	titer_substitution_model	1.93	1998-07-01	1997-07-01	3	5632	10841.89
1997-07-01	1996-07-01	titer_substitution_model	1.95	1999-07-01	1998-07-01	3	6952	13574.68
1998-07-01	1997-07-01	titer_substitution_model	1.21	1998-07-01	1997-07-01	3	16384	19877.59
1998-07-01	1997-07-01	titer_substitution_model	0.93	1999-07-01	1998-07-01	3	20224	18814.67
1998-07-01	1997-07-01	titer_substitution_model	1.18	2000-07-01	1999-07-01	3	24320	28731.34
1999-07-01	1998-07-01	titer_substitution_model	0.58	1999-07-01	1998-07-01	3	24964	14509.47
1999-07-01	1998-07-01	titer_substitution_model	0.67	2000-07-01	1999-07-01	3	30020	20207.17
1999-07-01	1998-07-01	titer_substitution_model	0.74	2001-07-01	2000-07-01	3	33496	24880.19
2000-07-01	1999-07-01	titer_substitution_model	0.3	2000-07-01	1999-07-01	3	36100	10775.75
2000-07-01	1999-07-01	titer_substitution_model	0.35	2001-07-01	2000-07-01	3	40280	14065.35
2000-07-01	1999-07-01	titer_substitution_model	0.83	2002-07-01	2001-07-01	3	70300	58433.64
2001-07-01	2000-07-01	titer_substitution_model	0.26	2001-07-01	2000-07-01	3	44944	11484.94
2001-07-01	2000-07-01	titer_substitution_model	0.57	2002-07-01	2001-07-01	3	78440	44554.94
2001-07-01	2000-07-01	titer_substitution_model	1.47	2003-07-01	2002-07-01	3	72292	106140.82
2002-07-01	2001-07-01	titer_substitution_model	0.49	2002-07-01	2001-07-01	3	136900	67582.92
2002-07-01	2001-07-01	titer_substitution_model	1.33	2003-07-01	2002-07-01	3	126170	167205.05
2002-07-01	2001-07-01	titer_substitution_model	2.2	2004-07-01	2003-07-01	3	166500	366338.83
2003-07-01	2002-07-01	titer_substitution_model	1.02	2003-07-01	2002-07-01	3	116281	118564.15
2003-07-01	2002-07-01	titer_substitution_model	1.25	2004-07-01	2003-07-01	3	153450	191304.86
2003-07-01	2002-07-01	titer_substitution_model	2.39	2005-07-01	2004-07-01	3	169477	405262.7
2004-07-01	2003-07-01	titer_substitution_model	0.9	2004-07-01	2003-07-01	3	202500	183158.33
2004-07-01	2003-07-01	titer_substitution_model	1.54	2005-07-01	2004-07-01	3	223650	344848.18
2004-07-01	2003-07-01	titer_substitution_model	2.41	2006-07-01	2005-07-01	3	202500	487928.95
2005-07-01	2004-07-01	titer_substitution_model	0.66	2005-07-01	2004-07-01	3	247009	163753.29
2005-07-01	2004-07-01	titer_substitution_model	1.33	2006-07-01	2005-07-01	3	223650	297961.41
2005-07-01	2004-07-01	titer_substitution_model	2.35	2007-07-01	2006-07-01	3	247009	579258.65
2006-07-01	2005-07-01	titer_substitution_model	0.81	2006-07-01	2005-07-01	3	202500	164311.42
2006-07-01	2005-07-01	titer_substitution_model	1.44	2007-07-01	2006-07-01	3	223650	321569.85
2006-07-01	2005-07-01	titer_substitution_model	1.92	2008-07-01	2007-07-01	3	211950	407439.26
2007-07-01	2006-07-01	titer_substitution_model	0.76	2007-07-01	2006-07-01	3	247009	187839.66
2007-07-01	2006-07-01	titer_substitution_model	0.95	2008-07-01	2007-07-01	3	234087	222492.72
2007-07-01	2006-07-01	titer_substitution_model	1.74	2009-07-01	2008-07-01	3	258937	449623.03
2008-07-01	2007-07-01	titer_substitution_model	0.47	2008-07-01	2007-07-01	3	221841	104507.98
2008-07-01	2007-07-01	titer_substitution_model	1.16	2009-07-01	2008-07-01	3	245391	284754.17
2008-07-01	2007-07-01	titer_substitution_model	3.51	2010-07-01	2009-07-01	3	176154	617901.78
2009-07-01	2008-07-01	titer_substitution_model	1.3	2009-07-01	2008-07-01	3	271441	352710.6
2009-07-01	2008-07-01	titer_substitution_model	2.73	2010-07-01	2009-07-01	3	194854	531070.84
2009-07-01	2008-07-01	titer_substitution_model	3.35	2011-07-01	2010-07-01	3	283424	949479.0
2010-07-01	2009-07-01	titer_substitution_model	0.95	2010-07-01	2009-07-01	3	139876	133420.1
2010-07-01	2009-07-01	titer_substitution_model	1.21	2011-07-01	2010-07-01	3	203456	246718.59
2010-07-01	2009-07-01	titer_substitution_model	1.4	2012-07-01	2011-07-01	3	200838	280917.85
2011-07-01	2010-07-01	titer_substitution_model	0.57	2011-07-01	2010-07-01	3	295936	167235.83
2011-07-01	2010-07-01	titer_substitution_model	0.78	2012-07-01	2011-07-01	3	292128	226426.39
2011-07-01	2010-07-01	titer_substitution_model	1.18	2013-07-01	2012-07-01	3	306272	362628.27
2012-07-01	2011-07-01	titer_substitution_model	0.5	2012-07-01	2011-07-01	3	288369	143746.6
2012-07-01	2011-07-01	titer_substitution_model	0.79	2013-07-01	2012-07-01	3	302331	238371.48
2012-07-01	2011-07-01	titer_substitution_model	1.54	2014-07-01	2013-07-01	3	306090	472407.3
2013-07-01	2012-07-01	titer_substitution_model	0.52	2013-07-01	2012-07-01	3	316969	163444.68
2013-07-01	2012-07-01	titer_substitution_model	1.15	2014-07-01	2013-07-01	3	320910	368267.81
2013-07-01	2012-07-01	titer_substitution_model	2.13	2015-07-01	2014-07-01	3	334985	712499.38
2014-07-01	2013-07-01	titer_substitution_model	0.81	2014-07-01	2013-07-01	3	324900	264053.2
2014-07-01	2013-07-01	titer_substitution_model	1.57	2015-07-01	2014-07-01	3	339150	533390.55
2014-07-01	2013-07-01	titer_substitution_model	1.86	2016-07-01	2015-07-01	3	341430	635504.28
2015-07-01	2014-07-01	titer_substitution_model	0.94	2015-07-01	2014-07-01	3	354025	333787.42
2015-07-01	2014-07-01	titer_substitution_model	1.03	2016-07-01	2015-07-01	3	356405	368343.11
2015-07-01	2014-07-01	titer_substitution_model	1.36	2017-07-01	2016-07-01	3	364735	496437.42
2016-07-01	2015-07-01	titer_substitution_model	0.57	2016-07-01	2015-07-01	3	358801	202826.69
2016-07-01	2015-07-01	titer_substitution_model	0.89	2017-07-01	2016-07-01	3	367187	326867.15
2016-07-01	2015-07-01	titer_substitution_model	0.96	2018-07-01	2017-07-01	3	363593	349166.06
2017-07-01	2016-07-01	titer_substitution_model	0.88	2017-07-01	2016-07-01	3	375769	332348.99
2017-07-01	2016-07-01	titer_substitution_model	0.93	2018-07-01	2017-07-01	3	372091	345830.37
2017-07-01	2016-07-01	titer_substitution_model	1.33	2019-07-01	2018-07-01	3	370252	491821.61
2018-07-01	2017-07-01	titer_substitution_model	1.2	2018-07-01	2017-07-01	3	368449	440427.91
2018-07-01	2017-07-01	titer_substitution_model	1.68	2019-07-01	2018-07-01	3	366628	614534.04
