current_season_end	current_season_start	distance_map	mean_distance	other_season_end	other_season_start	replicate	total_comparisons	total_distance
2009-07-01	2008-07-01	titer_tree_model	1.73	2011-07-01	2010-07-01	0	282360	487853.22
2010-07-01	2009-07-01	titer_tree_model	0.71	2010-07-01	2009-07-01	0	141376	99795.37
2010-07-01	2009-07-01	titer_tree_model	0.71	2011-07-01	2010-07-01	0	204168	144078.98
2010-07-01	2009-07-01	titer_tree_model	0.73	2012-07-01	2011-07-01	0	201912	146644.5
2011-07-01	2010-07-01	titer_tree_model	0.51	2011-07-01	2010-07-01	0	294849	149842.96
2011-07-01	2010-07-01	titer_tree_model	0.55	2012-07-01	2011-07-01	0	291591	160036.96
2011-07-01	2010-07-01	titer_tree_model	0.99	2013-07-01	2012-07-01	0	305709	303849.43
2012-07-01	2011-07-01	titer_tree_model	0.47	2012-07-01	2011-07-01	0	288369	134160.48
2012-07-01	2011-07-01	titer_tree_model	0.87	2013-07-01	2012-07-01	0	302331	263459.96
2012-07-01	2011-07-01	titer_tree_model	1.17	2014-07-01	2013-07-01	0	306627	357590.01
2013-07-01	2012-07-01	titer_tree_model	0.64	2013-07-01	2012-07-01	0	316969	204353.65
2013-07-01	2012-07-01	titer_tree_model	0.66	2014-07-01	2013-07-01	0	321473	213416.46
2013-07-01	2012-07-01	titer_tree_model	1.42	2015-07-01	2014-07-01	0	334422	475950.69
2014-07-01	2013-07-01	titer_tree_model	0.5	2014-07-01	2013-07-01	0	326041	161943.35
2014-07-01	2013-07-01	titer_tree_model	1.2	2015-07-01	2014-07-01	0	339174	406782.38
2014-07-01	2013-07-01	titer_tree_model	1.09	2016-07-01	2015-07-01	0	342029	374024.52
2015-07-01	2014-07-01	titer_tree_model	1.71	2015-07-01	2014-07-01	0	352836	602577.21
2015-07-01	2014-07-01	titer_tree_model	1.6	2016-07-01	2015-07-01	0	355806	570154.41
2015-07-01	2014-07-01	titer_tree_model	1.75	2017-07-01	2016-07-01	0	363528	637537.33
2016-07-01	2015-07-01	titer_tree_model	1.4	2016-07-01	2015-07-01	0	358801	501406.05
2016-07-01	2015-07-01	titer_tree_model	1.56	2017-07-01	2016-07-01	0	366588	572056.26
2016-07-01	2015-07-01	titer_tree_model	1.73	2018-07-01	2017-07-01	0	362994	626389.15
2017-07-01	2016-07-01	titer_tree_model	1.59	2017-07-01	2016-07-01	0	374544	596743.71
2017-07-01	2016-07-01	titer_tree_model	1.75	2018-07-01	2017-07-01	0	370872	649904.18
2017-07-01	2016-07-01	titer_tree_model	2.05	2019-07-01	2018-07-01	0	367812	755813.85
2018-07-01	2017-07-01	titer_tree_model	1.68	2018-07-01	2017-07-01	0	367236	617041.11
2018-07-01	2017-07-01	titer_tree_model	2.08	2019-07-01	2018-07-01	0	364206	757681.13
2018-07-01	2017-07-01	titer_tree_model	1.76	2020-07-01	2019-07-01	0	93324	164570.93
2019-07-01	2018-07-01	titer_tree_model	2.08	2019-07-01	2018-07-01	0	361201	749540.04
2019-07-01	2018-07-01	titer_tree_model	1.8	2020-07-01	2019-07-01	0	92554	166805.6
2020-07-01	2019-07-01	titer_tree_model	1.11	2020-07-01	2019-07-01	0	23716	26430.99
1997-07-01	1996-07-01	titer_tree_model	1.96	1997-07-01	1996-07-01	1	1936	3789.43
1997-07-01	1996-07-01	titer_tree_model	1.99	1998-07-01	1997-07-01	1	5632	11220.86
1997-07-01	1996-07-01	titer_tree_model	2.07	1999-07-01	1998-07-01	1	6952	14400.22
1998-07-01	1997-07-01	titer_tree_model	0.98	1998-07-01	1997-07-01	1	16384	16006.84
1998-07-01	1997-07-01	titer_tree_model	0.88	1999-07-01	1998-07-01	1	20224	17897.06
1998-07-01	1997-07-01	titer_tree_model	1.13	2000-07-01	1999-07-01	1	24320	27410.06
1999-07-01	1998-07-01	titer_tree_model	0.46	1999-07-01	1998-07-01	1	24964	11582.49
1999-07-01	1998-07-01	titer_tree_model	0.46	2000-07-01	1999-07-01	1	30020	13817.26
1999-07-01	1998-07-01	titer_tree_model	0.6	2001-07-01	2000-07-01	1	33496	20111.49
2000-07-01	1999-07-01	titer_tree_model	0.13	2000-07-01	1999-07-01	1	36100	4846.51
2000-07-01	1999-07-01	titer_tree_model	0.23	2001-07-01	2000-07-01	1	40280	9211.24
2000-07-01	1999-07-01	titer_tree_model	0.45	2002-07-01	2001-07-01	1	70490	31926.37
2001-07-01	2000-07-01	titer_tree_model	0.23	2001-07-01	2000-07-01	1	44944	10502.51
2001-07-01	2000-07-01	titer_tree_model	0.51	2002-07-01	2001-07-01	1	78652	40415.43
2001-07-01	2000-07-01	titer_tree_model	1.42	2003-07-01	2002-07-01	1	72292	102499.07
2002-07-01	2001-07-01	titer_tree_model	0.56	2002-07-01	2001-07-01	1	137641	76693.34
2002-07-01	2001-07-01	titer_tree_model	1.54	2003-07-01	2002-07-01	1	126511	194520.38
2002-07-01	2001-07-01	titer_tree_model	2.63	2004-07-01	2003-07-01	1	166950	438857.81
2003-07-01	2002-07-01	titer_tree_model	1.18	2003-07-01	2002-07-01	1	116281	137181.24
2003-07-01	2002-07-01	titer_tree_model	1.43	2004-07-01	2003-07-01	1	153450	219490.2
2003-07-01	2002-07-01	titer_tree_model	2.12	2005-07-01	2004-07-01	1	168795	358088.99
2004-07-01	2003-07-01	titer_tree_model	0.87	2004-07-01	2003-07-01	1	202500	175627.06
2004-07-01	2003-07-01	titer_tree_model	1.25	2005-07-01	2004-07-01	1	222750	279370.62
2004-07-01	2003-07-01	titer_tree_model	2.01	2006-07-01	2005-07-01	1	203400	408143.46
2005-07-01	2004-07-01	titer_tree_model	0.74	2005-07-01	2004-07-01	1	245025	180393.35
2005-07-01	2004-07-01	titer_tree_model	1.27	2006-07-01	2005-07-01	1	223740	285267.96
2005-07-01	2004-07-01	titer_tree_model	1.93	2007-07-01	2006-07-01	1	245520	473811.02
2006-07-01	2005-07-01	titer_tree_model	0.67	2006-07-01	2005-07-01	1	204304	137365.08
2006-07-01	2005-07-01	titer_tree_model	1.08	2007-07-01	2006-07-01	1	224192	242231.46
2006-07-01	2005-07-01	titer_tree_model	1.61	2008-07-01	2007-07-01	1	213796	344301.99
2007-07-01	2006-07-01	titer_tree_model	0.82	2007-07-01	2006-07-01	1	246016	201402.86
2007-07-01	2006-07-01	titer_tree_model	0.91	2008-07-01	2007-07-01	1	234608	214158.31
2007-07-01	2006-07-01	titer_tree_model	1.74	2009-07-01	2008-07-01	1	257424	447309.99
2008-07-01	2007-07-01	titer_tree_model	0.52	2008-07-01	2007-07-01	1	223729	115400.55
2008-07-01	2007-07-01	titer_tree_model	1.08	2009-07-01	2008-07-01	1	245487	266057.41
2008-07-01	2007-07-01	titer_tree_model	1.76	2010-07-01	2009-07-01	1	178794	315010.3
2009-07-01	2008-07-01	titer_tree_model	0.82	2009-07-01	2008-07-01	1	269361	221956.6
2009-07-01	2008-07-01	titer_tree_model	1.02	2010-07-01	2009-07-01	1	196182	200583.41
2009-07-01	2008-07-01	titer_tree_model	1.08	2011-07-01	2010-07-01	1	280779	303295.65
2010-07-01	2009-07-01	titer_tree_model	0.8	2010-07-01	2009-07-01	1	142884	114244.95
2010-07-01	2009-07-01	titer_tree_model	0.76	2011-07-01	2010-07-01	1	204498	156158.8
2010-07-01	2009-07-01	titer_tree_model	0.76	2012-07-01	2011-07-01	1	202986	155177.61
2011-07-01	2010-07-01	titer_tree_model	0.51	2011-07-01	2010-07-01	1	292681	147806.62
2011-07-01	2010-07-01	titer_tree_model	0.54	2012-07-01	2011-07-01	1	290517	157380.06
2011-07-01	2010-07-01	titer_tree_model	0.94	2013-07-01	2012-07-01	1	304583	287448.16
2012-07-01	2011-07-01	titer_tree_model	0.43	2012-07-01	2011-07-01	1	288369	125346.44
2012-07-01	2011-07-01	titer_tree_model	0.82	2013-07-01	2012-07-01	1	302331	248660.38
2012-07-01	2011-07-01	titer_tree_model	1.26	2014-07-01	2013-07-01	1	307164	388371.21
2013-07-01	2012-07-01	titer_tree_model	0.73	2013-07-01	2012-07-01	1	316969	231111.2
2013-07-01	2012-07-01	titer_tree_model	0.95	2014-07-01	2013-07-01	1	322036	305630.8
2013-07-01	2012-07-01	titer_tree_model	1.86	2015-07-01	2014-07-01	1	335548	624708.16
2014-07-01	2013-07-01	titer_tree_model	0.87	2014-07-01	2013-07-01	1	327184	285825.5
2014-07-01	2013-07-01	titer_tree_model	1.53	2015-07-01	2014-07-01	1	340912	520440.81
2014-07-01	2013-07-01	titer_tree_model	1.64	2016-07-01	2015-07-01	1	340912	558035.43
2015-07-01	2014-07-01	titer_tree_model	1.58	2015-07-01	2014-07-01	1	355216	560762.08
2015-07-01	2014-07-01	titer_tree_model	1.52	2016-07-01	2015-07-01	1	355216	541302.17
2015-07-01	2014-07-01	titer_tree_model	1.69	2017-07-01	2016-07-01	1	365944	619024.01
2016-07-01	2015-07-01	titer_tree_model	1.36	2016-07-01	2015-07-01	1	355216	481994.45
2016-07-01	2015-07-01	titer_tree_model	1.53	2017-07-01	2016-07-01	1	365944	560554.19
2016-07-01	2015-07-01	titer_tree_model	1.7	2018-07-01	2017-07-01	1	359984	612437.78
2017-07-01	2016-07-01	titer_tree_model	1.58	2017-07-01	2016-07-01	1	376996	596462.9
2017-07-01	2016-07-01	titer_tree_model	1.74	2018-07-01	2017-07-01	1	370856	646227.48
2017-07-01	2016-07-01	titer_tree_model	2.04	2019-07-01	2018-07-01	1	370856	756023.21
2018-07-01	2017-07-01	titer_tree_model	1.68	2018-07-01	2017-07-01	1	364816	613560.36
2018-07-01	2017-07-01	titer_tree_model	2.06	2019-07-01	2018-07-01	1	364816	749984.95
2018-07-01	2017-07-01	titer_tree_model	1.7	2020-07-01	2019-07-01	1	91808	156086.47
2019-07-01	2018-07-01	titer_tree_model	2.05	2019-07-01	2018-07-01	1	364816	746703.4
2019-07-01	2018-07-01	titer_tree_model	1.71	2020-07-01	2019-07-01	1	91808	156883.87
2020-07-01	2019-07-01	titer_tree_model	0.98	2020-07-01	2019-07-01	1	23104	22649.44
1997-07-01	1996-07-01	titer_tree_model	1.86	1997-07-01	1996-07-01	2	1936	3602.54
1997-07-01	1996-07-01	titer_tree_model	2.23	1998-07-01	1997-07-01	2	5632	12545.42
1997-07-01	1996-07-01	titer_tree_model	2.37	1999-07-01	1998-07-01	2	6952	16463.88
1998-07-01	1997-07-01	titer_tree_model	1.0	1998-07-01	1997-07-01	2	16384	16447.01
1998-07-01	1997-07-01	titer_tree_model	0.89	1999-07-01	1998-07-01	2	20224	18057.3
1998-07-01	1997-07-01	titer_tree_model	1.13	2000-07-01	1999-07-01	2	24320	27595.4
1999-07-01	1998-07-01	titer_tree_model	0.45	1999-07-01	1998-07-01	2	24964	11306.19
1999-07-01	1998-07-01	titer_tree_model	0.44	2000-07-01	1999-07-01	2	30020	13276.97
1999-07-01	1998-07-01	titer_tree_model	0.61	2001-07-01	2000-07-01	2	33496	20278.48
2000-07-01	1999-07-01	titer_tree_model	0.12	2000-07-01	1999-07-01	2	36100	4376.25
2000-07-01	1999-07-01	titer_tree_model	0.23	2001-07-01	2000-07-01	2	40280	9343.5
2000-07-01	1999-07-01	titer_tree_model	0.49	2002-07-01	2001-07-01	2	70110	34603.36
2001-07-01	2000-07-01	titer_tree_model	0.26	2001-07-01	2000-07-01	2	44944	11569.33
2001-07-01	2000-07-01	titer_tree_model	0.58	2002-07-01	2001-07-01	2	78228	45208.42
2001-07-01	2000-07-01	titer_tree_model	1.56	2003-07-01	2002-07-01	2	72928	113408.82
2002-07-01	2001-07-01	titer_tree_model	0.64	2002-07-01	2001-07-01	2	136161	87230.63
2002-07-01	2001-07-01	titer_tree_model	1.69	2003-07-01	2002-07-01	2	126936	213989.75
2002-07-01	2001-07-01	titer_tree_model	2.42	2004-07-01	2003-07-01	2	164943	398901.78
2003-07-01	2002-07-01	titer_tree_model	1.05	2003-07-01	2002-07-01	2	118336	124202.98
2003-07-01	2002-07-01	titer_tree_model	1.06	2004-07-01	2003-07-01	2	153768	163101.64
2003-07-01	2002-07-01	titer_tree_model	2.06	2005-07-01	2004-07-01	2	170968	352018.22
2004-07-01	2003-07-01	titer_tree_model	0.59	2004-07-01	2003-07-01	2	199809	117047.81
2004-07-01	2003-07-01	titer_tree_model	1.24	2005-07-01	2004-07-01	2	222159	275603.72
2004-07-01	2003-07-01	titer_tree_model	2.0	2006-07-01	2005-07-01	2	201597	402949.67
2005-07-01	2004-07-01	titer_tree_model	0.59	2005-07-01	2004-07-01	2	247009	145171.37
2005-07-01	2004-07-01	titer_tree_model	1.17	2006-07-01	2005-07-01	2	224147	262412.19
2005-07-01	2004-07-01	titer_tree_model	1.57	2007-07-01	2006-07-01	2	247009	386959.79
2006-07-01	2005-07-01	titer_tree_model	0.66	2006-07-01	2005-07-01	2	203401	134754.25
2006-07-01	2005-07-01	titer_tree_model	0.75	2007-07-01	2006-07-01	2	224147	167355.97
2006-07-01	2005-07-01	titer_tree_model	0.82	2008-07-01	2007-07-01	2	213323	175038.38
2007-07-01	2006-07-01	titer_tree_model	0.57	2007-07-01	2006-07-01	2	247009	141655.16
2007-07-01	2006-07-01	titer_tree_model	0.57	2008-07-01	2007-07-01	2	235081	132878.79
2007-07-01	2006-07-01	titer_tree_model	1.46	2009-07-01	2008-07-01	2	257943	377787.01
2008-07-01	2007-07-01	titer_tree_model	0.27	2008-07-01	2007-07-01	2	223729	60115.76
2008-07-01	2007-07-01	titer_tree_model	1.07	2009-07-01	2008-07-01	2	245487	263768.23
2008-07-01	2007-07-01	titer_tree_model	2.5	2010-07-01	2009-07-01	2	177375	442915.66
2009-07-01	2008-07-01	titer_tree_model	1.27	2009-07-01	2008-07-01	2	269361	343268.78
2009-07-01	2008-07-01	titer_tree_model	1.83	2010-07-01	2009-07-01	2	194625	356918.12
2009-07-01	2008-07-01	titer_tree_model	1.89	2011-07-01	2010-07-01	2	281817	531372.03
2010-07-01	2009-07-01	titer_tree_model	0.92	2010-07-01	2009-07-01	2	140625	129803.39
2010-07-01	2009-07-01	titer_tree_model	0.77	2011-07-01	2010-07-01	2	203625	157609.96
2010-07-01	2009-07-01	titer_tree_model	0.86	2012-07-01	2011-07-01	2	201375	173389.56
2011-07-01	2010-07-01	titer_tree_model	0.43	2011-07-01	2010-07-01	2	294849	126486.24
2011-07-01	2010-07-01	titer_tree_model	0.54	2012-07-01	2011-07-01	2	291591	156834.44
2011-07-01	2010-07-01	titer_tree_model	0.94	2013-07-01	2012-07-01	2	306252	287659.31
2012-07-01	2011-07-01	titer_tree_model	0.52	2012-07-01	2011-07-01	2	288369	149825.25
2012-07-01	2011-07-01	titer_tree_model	0.89	2013-07-01	2012-07-01	2	302868	268993.97
2012-07-01	2011-07-01	titer_tree_model	1.23	2014-07-01	2013-07-01	2	306627	378267.08
2013-07-01	2012-07-01	titer_tree_model	0.59	2013-07-01	2012-07-01	2	318096	189127.11
2013-07-01	2012-07-01	titer_tree_model	0.66	2014-07-01	2013-07-01	2	322044	212413.76
2013-07-01	2012-07-01	titer_tree_model	1.34	2015-07-01	2014-07-01	2	335016	449832.71
2014-07-01	2013-07-01	titer_tree_model	0.55	2014-07-01	2013-07-01	2	326041	180757.85
2014-07-01	2013-07-01	titer_tree_model	1.19	2015-07-01	2014-07-01	2	339174	403867.48
2014-07-01	2013-07-01	titer_tree_model	1.11	2016-07-01	2015-07-01	2	340887	376735.16
2015-07-01	2014-07-01	titer_tree_model	1.68	2015-07-01	2014-07-01	2	352836	592220.27
2015-07-01	2014-07-01	titer_tree_model	1.58	2016-07-01	2015-07-01	2	354618	560463.29
2015-07-01	2014-07-01	titer_tree_model	1.74	2017-07-01	2016-07-01	2	364122	634856.46
2016-07-01	2015-07-01	titer_tree_model	1.4	2016-07-01	2015-07-01	2	356409	498891.42
2016-07-01	2015-07-01	titer_tree_model	1.57	2017-07-01	2016-07-01	2	365961	575230.69
2016-07-01	2015-07-01	titer_tree_model	1.7	2018-07-01	2017-07-01	2	362976	615603.07
2017-07-01	2016-07-01	titer_tree_model	1.62	2017-07-01	2016-07-01	2	375769	608966.96
2017-07-01	2016-07-01	titer_tree_model	1.75	2018-07-01	2017-07-01	2	372704	650586.82
2017-07-01	2016-07-01	titer_tree_model	2.09	2019-07-01	2018-07-01	2	369026	770320.61
2018-07-01	2017-07-01	titer_tree_model	1.65	2018-07-01	2017-07-01	2	369664	610131.25
2018-07-01	2017-07-01	titer_tree_model	2.07	2019-07-01	2018-07-01	2	366016	759101.27
2018-07-01	2017-07-01	titer_tree_model	1.79	2020-07-01	2019-07-01	2	91808	164635.74
2019-07-01	2018-07-01	titer_tree_model	2.11	2019-07-01	2018-07-01	2	362404	765427.19
2019-07-01	2018-07-01	titer_tree_model	1.85	2020-07-01	2019-07-01	2	90902	168158.87
2020-07-01	2019-07-01	titer_tree_model	1.24	2020-07-01	2019-07-01	2	22801	28251.92
1997-07-01	1996-07-01	titer_tree_model	1.86	1997-07-01	1996-07-01	3	1936	3595.74
1997-07-01	1996-07-01	titer_tree_model	2.2	1998-07-01	1997-07-01	3	5632	12376.82
1997-07-01	1996-07-01	titer_tree_model	2.33	1999-07-01	1998-07-01	3	6952	16167.81
1998-07-01	1997-07-01	titer_tree_model	1.0	1998-07-01	1997-07-01	3	16384	16447.16
1998-07-01	1997-07-01	titer_tree_model	0.89	1999-07-01	1998-07-01	3	20224	17983.8
1998-07-01	1997-07-01	titer_tree_model	1.13	2000-07-01	1999-07-01	3	24320	27395.55
1999-07-01	1998-07-01	titer_tree_model	0.45	1999-07-01	1998-07-01	3	24964	11253.99
1999-07-01	1998-07-01	titer_tree_model	0.44	2000-07-01	1999-07-01	3	30020	13141.9
1999-07-01	1998-07-01	titer_tree_model	0.56	2001-07-01	2000-07-01	3	33496	18873.78
2000-07-01	1999-07-01	titer_tree_model	0.11	2000-07-01	1999-07-01	3	36100	4128.6
2000-07-01	1999-07-01	titer_tree_model	0.19	2001-07-01	2000-07-01	3	40280	7580.3
2000-07-01	1999-07-01	titer_tree_model	0.56	2002-07-01	2001-07-01	3	70300	39188.29
2001-07-01	2000-07-01	titer_tree_model	0.19	2001-07-01	2000-07-01	3	44944	8534.44
2001-07-01	2000-07-01	titer_tree_model	0.62	2002-07-01	2001-07-01	3	78440	48479.02
2001-07-01	2000-07-01	titer_tree_model	1.54	2003-07-01	2002-07-01	3	72292	111107.79
2002-07-01	2001-07-01	titer_tree_model	0.76	2002-07-01	2001-07-01	3	136900	103692.56
2002-07-01	2001-07-01	titer_tree_model	1.73	2003-07-01	2002-07-01	3	126170	217855.21
2002-07-01	2001-07-01	titer_tree_model	2.44	2004-07-01	2003-07-01	3	166500	405934.99
2003-07-01	2002-07-01	titer_tree_model	1.02	2003-07-01	2002-07-01	3	116281	118456.47
2003-07-01	2002-07-01	titer_tree_model	1.02	2004-07-01	2003-07-01	3	153450	157262.05
2003-07-01	2002-07-01	titer_tree_model	2.13	2005-07-01	2004-07-01	3	169477	360215.22
2004-07-01	2003-07-01	titer_tree_model	0.55	2004-07-01	2003-07-01	3	202500	111055.64
2004-07-01	2003-07-01	titer_tree_model	1.3	2005-07-01	2004-07-01	3	223650	290578.02
2004-07-01	2003-07-01	titer_tree_model	2.01	2006-07-01	2005-07-01	3	202500	406958.66
2005-07-01	2004-07-01	titer_tree_model	0.66	2005-07-01	2004-07-01	3	247009	161884.6
2005-07-01	2004-07-01	titer_tree_model	1.18	2006-07-01	2005-07-01	3	223650	263524.02
2005-07-01	2004-07-01	titer_tree_model	1.73	2007-07-01	2006-07-01	3	247009	428142.11
2006-07-01	2005-07-01	titer_tree_model	0.65	2006-07-01	2005-07-01	3	202500	131263.27
2006-07-01	2005-07-01	titer_tree_model	0.86	2007-07-01	2006-07-01	3	223650	191886.32
2006-07-01	2005-07-01	titer_tree_model	1.22	2008-07-01	2007-07-01	3	211950	258267.48
2007-07-01	2006-07-01	titer_tree_model	0.56	2007-07-01	2006-07-01	3	247009	137540.45
2007-07-01	2006-07-01	titer_tree_model	0.67	2008-07-01	2007-07-01	3	234087	157111.2
2007-07-01	2006-07-01	titer_tree_model	1.41	2009-07-01	2008-07-01	3	258937	364774.63
2008-07-01	2007-07-01	titer_tree_model	0.5	2008-07-01	2007-07-01	3	221841	110480.55
2008-07-01	2007-07-01	titer_tree_model	1.04	2009-07-01	2008-07-01	3	245391	254588.19
2008-07-01	2007-07-01	titer_tree_model	2.4	2010-07-01	2009-07-01	3	176154	422999.97
2009-07-01	2008-07-01	titer_tree_model	1.1	2009-07-01	2008-07-01	3	271441	298639.53
2009-07-01	2008-07-01	titer_tree_model	1.78	2010-07-01	2009-07-01	3	194854	347806.98
2009-07-01	2008-07-01	titer_tree_model	1.78	2011-07-01	2010-07-01	3	283424	503904.32
2010-07-01	2009-07-01	titer_tree_model	1.18	2010-07-01	2009-07-01	3	139876	165048.79
2010-07-01	2009-07-01	titer_tree_model	1.08	2011-07-01	2010-07-01	3	203456	219604.92
2010-07-01	2009-07-01	titer_tree_model	1.07	2012-07-01	2011-07-01	3	200838	215602.93
2011-07-01	2010-07-01	titer_tree_model	0.71	2011-07-01	2010-07-01	3	295936	210603.74
2011-07-01	2010-07-01	titer_tree_model	0.7	2012-07-01	2011-07-01	3	292128	205716.95
2011-07-01	2010-07-01	titer_tree_model	1.13	2013-07-01	2012-07-01	3	306272	346435.17
2012-07-01	2011-07-01	titer_tree_model	0.49	2012-07-01	2011-07-01	3	288369	141987.14
2012-07-01	2011-07-01	titer_tree_model	0.87	2013-07-01	2012-07-01	3	302331	264128.86
2012-07-01	2011-07-01	titer_tree_model	1.18	2014-07-01	2013-07-01	3	306090	361000.71
2013-07-01	2012-07-01	titer_tree_model	0.61	2013-07-01	2012-07-01	3	316969	192924.75
2013-07-01	2012-07-01	titer_tree_model	0.63	2014-07-01	2013-07-01	3	320910	202171.35
2013-07-01	2012-07-01	titer_tree_model	1.36	2015-07-01	2014-07-01	3	334985	456119.05
2014-07-01	2013-07-01	titer_tree_model	0.47	2014-07-01	2013-07-01	3	324900	153387.93
2014-07-01	2013-07-01	titer_tree_model	1.15	2015-07-01	2014-07-01	3	339150	388597.63
2014-07-01	2013-07-01	titer_tree_model	1.08	2016-07-01	2015-07-01	3	341430	368509.72
2015-07-01	2014-07-01	titer_tree_model	1.63	2015-07-01	2014-07-01	3	354025	578418.41
2015-07-01	2014-07-01	titer_tree_model	1.56	2016-07-01	2015-07-01	3	356405	555740.12
2015-07-01	2014-07-01	titer_tree_model	1.66	2017-07-01	2016-07-01	3	364735	605156.43
2016-07-01	2015-07-01	titer_tree_model	1.4	2016-07-01	2015-07-01	3	358801	502387.3
2016-07-01	2015-07-01	titer_tree_model	1.52	2017-07-01	2016-07-01	3	367187	557650.82
2016-07-01	2015-07-01	titer_tree_model	1.7	2018-07-01	2017-07-01	3	363593	619617.35
2017-07-01	2016-07-01	titer_tree_model	1.5	2017-07-01	2016-07-01	3	375769	564703.63
2017-07-01	2016-07-01	titer_tree_model	1.67	2018-07-01	2017-07-01	3	372091	619907.09
2017-07-01	2016-07-01	titer_tree_model	2.01	2019-07-01	2018-07-01	3	370252	745775.68
2018-07-01	2017-07-01	titer_tree_model	1.61	2018-07-01	2017-07-01	3	368449	593379.97
2018-07-01	2017-07-01	titer_tree_model	2.02	2019-07-01	2018-07-01	3	366628	741805.45
2018-07-01	2017-07-01	titer_tree_model	1.81	2020-07-01	2019-07-01	3	91050	165089.18
2019-07-01	2018-07-01	titer_tree_model	2.08	2019-07-01	2018-07-01	3	364816	757774.58
2019-07-01	2018-07-01	titer_tree_model	1.83	2020-07-01	2019-07-01	3	90600	165782.41
2020-07-01	2019-07-01	titer_tree_model	1.24	2020-07-01	2019-07-01	3	22500	27813.92
1997-07-01	1996-07-01	titer_tree_model	1.93	1997-07-01	1996-07-01	4	1936	3727.14
