current_season_end	current_season_start	distance_map	mean_distance	other_season_end	other_season_start	replicate	total_comparisons	total_distance
2007-07-01	2006-07-01	titer_tree_model	1.2	2008-07-01	2007-07-01	0	320187	383948.24
2007-07-01	2006-07-01	titer_tree_model	1.76	2009-07-01	2008-07-01	0	324058	570647.17
2008-07-01	2007-07-01	titer_tree_model	0.82	2008-07-01	2007-07-01	0	335241	275918.53
2008-07-01	2007-07-01	titer_tree_model	1.1	2009-07-01	2008-07-01	0	339294	372104.41
2008-07-01	2007-07-01	titer_tree_model	2.04	2010-07-01	2009-07-01	0	273288	556445.11
2009-07-01	2008-07-01	titer_tree_model	0.9	2009-07-01	2008-07-01	0	343396	310559.76
2009-07-01	2008-07-01	titer_tree_model	1.37	2010-07-01	2009-07-01	0	276592	380207.52
2009-07-01	2008-07-01	titer_tree_model	1.26	2011-07-01	2010-07-01	0	349842	440658.88
2010-07-01	2009-07-01	titer_tree_model	1.09	2010-07-01	2009-07-01	0	222784	243116.86
2010-07-01	2009-07-01	titer_tree_model	0.94	2011-07-01	2010-07-01	0	281784	264084.14
2010-07-01	2009-07-01	titer_tree_model	1.04	2012-07-01	2011-07-01	0	283200	293313.6
2011-07-01	2010-07-01	titer_tree_model	0.56	2011-07-01	2010-07-01	0	356409	199648.11
2011-07-01	2010-07-01	titer_tree_model	0.62	2012-07-01	2011-07-01	0	358200	221564.88
2011-07-01	2010-07-01	titer_tree_model	1.12	2013-07-01	2012-07-01	0	359394	401279.05
2012-07-01	2011-07-01	titer_tree_model	0.51	2012-07-01	2011-07-01	0	360000	184306.12
2012-07-01	2011-07-01	titer_tree_model	0.96	2013-07-01	2012-07-01	0	361200	346735.88
2012-07-01	2011-07-01	titer_tree_model	1.31	2014-07-01	2013-07-01	0	362400	473034.7
2013-07-01	2012-07-01	titer_tree_model	0.67	2013-07-01	2012-07-01	0	362404	242670.24
2013-07-01	2012-07-01	titer_tree_model	0.72	2014-07-01	2013-07-01	0	363608	262804.95
2013-07-01	2012-07-01	titer_tree_model	1.45	2015-07-01	2014-07-01	0	365414	529184.15
2014-07-01	2013-07-01	titer_tree_model	0.63	2014-07-01	2013-07-01	0	364816	229199.29
2014-07-01	2013-07-01	titer_tree_model	1.32	2015-07-01	2014-07-01	0	366628	482947.14
2014-07-01	2013-07-01	titer_tree_model	1.37	2016-07-01	2015-07-01	0	359984	492850.16
2015-07-01	2014-07-01	titer_tree_model	1.82	2015-07-01	2014-07-01	0	368449	668784.77
2015-07-01	2014-07-01	titer_tree_model	1.82	2016-07-01	2015-07-01	0	361772	659954.22
2015-07-01	2014-07-01	titer_tree_model	1.85	2017-07-01	2016-07-01	0	367235	679240.61
2016-07-01	2015-07-01	titer_tree_model	1.7	2016-07-01	2015-07-01	0	355216	602352.06
2016-07-01	2015-07-01	titer_tree_model	1.72	2017-07-01	2016-07-01	0	360580	620840.67
2016-07-01	2015-07-01	titer_tree_model	1.93	2018-07-01	2017-07-01	0	359984	695263.0
2017-07-01	2016-07-01	titer_tree_model	1.59	2017-07-01	2016-07-01	0	366025	583239.92
2017-07-01	2016-07-01	titer_tree_model	1.8	2018-07-01	2017-07-01	0	365420	658785.57
2017-07-01	2016-07-01	titer_tree_model	2.04	2019-07-01	2018-07-01	0	361790	737261.0
2018-07-01	2017-07-01	titer_tree_model	1.78	2018-07-01	2017-07-01	0	364816	649761.42
2018-07-01	2017-07-01	titer_tree_model	1.98	2019-07-01	2018-07-01	0	361192	716855.29
2018-07-01	2017-07-01	titer_tree_model	1.83	2020-07-01	2019-07-01	0	89392	163455.53
2019-07-01	2018-07-01	titer_tree_model	1.95	2019-07-01	2018-07-01	0	357604	698867.97
2019-07-01	2018-07-01	titer_tree_model	1.69	2020-07-01	2019-07-01	0	88504	149447.21
2020-07-01	2019-07-01	titer_tree_model	1.27	2020-07-01	2019-07-01	0	21904	27789.6
1997-07-01	1996-07-01	titer_tree_model	1.9	1997-07-01	1996-07-01	1	1936	3684.42
1997-07-01	1996-07-01	titer_tree_model	2.11	1998-07-01	1997-07-01	1	5632	11856.28
1997-07-01	1996-07-01	titer_tree_model	2.14	1999-07-01	1998-07-01	1	6952	14902.46
1998-07-01	1997-07-01	titer_tree_model	1.0	1998-07-01	1997-07-01	1	16384	16442.66
1998-07-01	1997-07-01	titer_tree_model	0.88	1999-07-01	1998-07-01	1	20224	17780.11
1998-07-01	1997-07-01	titer_tree_model	1.11	2000-07-01	1999-07-01	1	24320	26914.29
1999-07-01	1998-07-01	titer_tree_model	0.38	1999-07-01	1998-07-01	1	24964	9531.16
1999-07-01	1998-07-01	titer_tree_model	0.39	2000-07-01	1999-07-01	1	30020	11582.76
1999-07-01	1998-07-01	titer_tree_model	0.52	2001-07-01	2000-07-01	1	33496	17414.69
2000-07-01	1999-07-01	titer_tree_model	0.12	2000-07-01	1999-07-01	1	36100	4256.32
2000-07-01	1999-07-01	titer_tree_model	0.2	2001-07-01	2000-07-01	1	40280	7937.95
2000-07-01	1999-07-01	titer_tree_model	0.54	2002-07-01	2001-07-01	1	72580	38948.16
2001-07-01	2000-07-01	titer_tree_model	0.2	2001-07-01	2000-07-01	1	44944	8865.78
2001-07-01	2000-07-01	titer_tree_model	0.61	2002-07-01	2001-07-01	1	80984	49066.97
2001-07-01	2000-07-01	titer_tree_model	1.5	2003-07-01	2002-07-01	1	95824	143693.2
2002-07-01	2001-07-01	titer_tree_model	0.72	2002-07-01	2001-07-01	1	145924	104499.11
2002-07-01	2001-07-01	titer_tree_model	1.67	2003-07-01	2002-07-01	1	172664	287505.63
2002-07-01	2001-07-01	titer_tree_model	2.55	2004-07-01	2003-07-01	1	210100	534973.71
2003-07-01	2002-07-01	titer_tree_model	1.29	2003-07-01	2002-07-01	1	204304	263895.88
2003-07-01	2002-07-01	titer_tree_model	1.37	2004-07-01	2003-07-01	1	248600	339695.76
2003-07-01	2002-07-01	titer_tree_model	2.55	2005-07-01	2004-07-01	1	271652	692000.75
2004-07-01	2003-07-01	titer_tree_model	0.7	2004-07-01	2003-07-01	1	302500	211238.86
2004-07-01	2003-07-01	titer_tree_model	1.43	2005-07-01	2004-07-01	1	330550	473804.18
2004-07-01	2003-07-01	titer_tree_model	2.06	2006-07-01	2005-07-01	1	275000	566010.59
2005-07-01	2004-07-01	titer_tree_model	0.8	2005-07-01	2004-07-01	1	361201	288626.91
2005-07-01	2004-07-01	titer_tree_model	1.19	2006-07-01	2005-07-01	1	300500	358892.85
2005-07-01	2004-07-01	titer_tree_model	1.56	2007-07-01	2006-07-01	1	331151	516417.78
2006-07-01	2005-07-01	titer_tree_model	0.74	2006-07-01	2005-07-01	1	250000	184075.26
2006-07-01	2005-07-01	titer_tree_model	0.83	2007-07-01	2006-07-01	1	275500	227399.63
2006-07-01	2005-07-01	titer_tree_model	0.99	2008-07-01	2007-07-01	1	290000	287644.09
2007-07-01	2006-07-01	titer_tree_model	0.53	2007-07-01	2006-07-01	1	303601	161038.87
2007-07-01	2006-07-01	titer_tree_model	0.5	2008-07-01	2007-07-01	1	319580	159808.0
2007-07-01	2006-07-01	titer_tree_model	1.06	2009-07-01	2008-07-01	1	322886	342191.43
2008-07-01	2007-07-01	titer_tree_model	0.22	2008-07-01	2007-07-01	1	336400	72685.1
2008-07-01	2007-07-01	titer_tree_model	0.72	2009-07-01	2008-07-01	1	339880	243161.09
2008-07-01	2007-07-01	titer_tree_model	2.6	2010-07-01	2009-07-01	1	275500	715440.21
2009-07-01	2008-07-01	titer_tree_model	0.96	2009-07-01	2008-07-01	1	343396	331188.38
2009-07-01	2008-07-01	titer_tree_model	2.14	2010-07-01	2009-07-01	1	278350	596248.78
2009-07-01	2008-07-01	titer_tree_model	2.31	2011-07-01	2010-07-01	1	348670	803840.32
2010-07-01	2009-07-01	titer_tree_model	0.93	2010-07-01	2009-07-01	1	225625	210944.79
2010-07-01	2009-07-01	titer_tree_model	0.83	2011-07-01	2010-07-01	1	282625	235504.74
2010-07-01	2009-07-01	titer_tree_model	0.85	2012-07-01	2011-07-01	1	285000	243547.91
2011-07-01	2010-07-01	titer_tree_model	0.56	2011-07-01	2010-07-01	1	354025	197717.66
2011-07-01	2010-07-01	titer_tree_model	0.6	2012-07-01	2011-07-01	1	357000	215379.8
2011-07-01	2010-07-01	titer_tree_model	1.09	2013-07-01	2012-07-01	1	358785	392635.69
2012-07-01	2011-07-01	titer_tree_model	0.5	2012-07-01	2011-07-01	1	360000	180623.72
2012-07-01	2011-07-01	titer_tree_model	0.94	2013-07-01	2012-07-01	1	361800	339855.43
2012-07-01	2011-07-01	titer_tree_model	1.29	2014-07-01	2013-07-01	1	363600	467227.53
2013-07-01	2012-07-01	titer_tree_model	0.66	2013-07-01	2012-07-01	1	363609	240309.22
2013-07-01	2012-07-01	titer_tree_model	0.72	2014-07-01	2013-07-01	1	365418	264518.46
2013-07-01	2012-07-01	titer_tree_model	1.39	2015-07-01	2014-07-01	1	361800	504613.26
2014-07-01	2013-07-01	titer_tree_model	0.64	2014-07-01	2013-07-01	1	367236	234032.59
2014-07-01	2013-07-01	titer_tree_model	1.27	2015-07-01	2014-07-01	1	363600	461649.89
2014-07-01	2013-07-01	titer_tree_model	1.34	2016-07-01	2015-07-01	1	363600	488051.13
2015-07-01	2014-07-01	titer_tree_model	1.73	2015-07-01	2014-07-01	1	360000	621218.53
2015-07-01	2014-07-01	titer_tree_model	1.77	2016-07-01	2015-07-01	1	360000	635930.41
2015-07-01	2014-07-01	titer_tree_model	1.84	2017-07-01	2016-07-01	1	363600	667414.53
2016-07-01	2015-07-01	titer_tree_model	1.64	2016-07-01	2015-07-01	1	360000	591454.83
2016-07-01	2015-07-01	titer_tree_model	1.71	2017-07-01	2016-07-01	1	363600	622702.5
2016-07-01	2015-07-01	titer_tree_model	1.91	2018-07-01	2017-07-01	1	361800	691980.38
2017-07-01	2016-07-01	titer_tree_model	1.67	2017-07-01	2016-07-01	1	367236	612480.24
2017-07-01	2016-07-01	titer_tree_model	1.87	2018-07-01	2017-07-01	1	365418	684337.14
2017-07-01	2016-07-01	titer_tree_model	2.02	2019-07-01	2018-07-01	1	363600	733115.42
2018-07-01	2017-07-01	titer_tree_model	1.86	2018-07-01	2017-07-01	1	363609	675116.65
2018-07-01	2017-07-01	titer_tree_model	2.01	2019-07-01	2018-07-01	1	361800	728800.31
2018-07-01	2017-07-01	titer_tree_model	1.83	2020-07-01	2019-07-01	1	88038	161364.48
2019-07-01	2018-07-01	titer_tree_model	1.97	2019-07-01	2018-07-01	1	360000	710097.59
2019-07-01	2018-07-01	titer_tree_model	1.71	2020-07-01	2019-07-01	1	87600	149596.34
2020-07-01	2019-07-01	titer_tree_model	1.3	2020-07-01	2019-07-01	1	21316	27640.84
1997-07-01	1996-07-01	titer_tree_model	1.96	1997-07-01	1996-07-01	2	1936	3796.59
1997-07-01	1996-07-01	titer_tree_model	2.0	1998-07-01	1997-07-01	2	5632	11242.31
1997-07-01	1996-07-01	titer_tree_model	2.06	1999-07-01	1998-07-01	2	6952	14348.69
1998-07-01	1997-07-01	titer_tree_model	0.98	1998-07-01	1997-07-01	2	16384	16044.5
1998-07-01	1997-07-01	titer_tree_model	0.88	1999-07-01	1998-07-01	2	20224	17791.35
1998-07-01	1997-07-01	titer_tree_model	1.11	2000-07-01	1999-07-01	2	24320	27111.86
1999-07-01	1998-07-01	titer_tree_model	0.45	1999-07-01	1998-07-01	2	24964	11330.78
1999-07-01	1998-07-01	titer_tree_model	0.43	2000-07-01	1999-07-01	2	30020	12856.35
1999-07-01	1998-07-01	titer_tree_model	0.53	2001-07-01	2000-07-01	2	33496	17678.31
2000-07-01	1999-07-01	titer_tree_model	0.09	2000-07-01	1999-07-01	2	36100	3115.95
2000-07-01	1999-07-01	titer_tree_model	0.14	2001-07-01	2000-07-01	2	40280	5617.16
2000-07-01	1999-07-01	titer_tree_model	0.54	2002-07-01	2001-07-01	2	72770	39064.57
2001-07-01	2000-07-01	titer_tree_model	0.11	2001-07-01	2000-07-01	2	44944	4799.7
2001-07-01	2000-07-01	titer_tree_model	0.53	2002-07-01	2001-07-01	2	81196	43321.67
2001-07-01	2000-07-01	titer_tree_model	1.4	2003-07-01	2002-07-01	2	95400	133090.1
2002-07-01	2001-07-01	titer_tree_model	0.74	2002-07-01	2001-07-01	2	146689	108539.28
2002-07-01	2001-07-01	titer_tree_model	1.68	2003-07-01	2002-07-01	2	172350	289719.09
2002-07-01	2001-07-01	titer_tree_model	2.48	2004-07-01	2003-07-01	2	211416	524148.25
2003-07-01	2002-07-01	titer_tree_model	1.21	2003-07-01	2002-07-01	2	202500	245380.1
2003-07-01	2002-07-01	titer_tree_model	1.22	2004-07-01	2003-07-01	2	248400	302967.91
2003-07-01	2002-07-01	titer_tree_model	2.27	2005-07-01	2004-07-01	2	270900	615614.39
2004-07-01	2003-07-01	titer_tree_model	0.58	2004-07-01	2003-07-01	2	304704	177994.97
2004-07-01	2003-07-01	titer_tree_model	1.32	2005-07-01	2004-07-01	2	332304	437986.37
2004-07-01	2003-07-01	titer_tree_model	2.03	2006-07-01	2005-07-01	2	274896	557957.05
2005-07-01	2004-07-01	titer_tree_model	0.73	2005-07-01	2004-07-01	2	362404	263245.41
2005-07-01	2004-07-01	titer_tree_model	1.18	2006-07-01	2005-07-01	2	299796	354981.1
2005-07-01	2004-07-01	titer_tree_model	1.36	2007-07-01	2006-07-01	2	332906	454205.52
2006-07-01	2005-07-01	titer_tree_model	0.87	2006-07-01	2005-07-01	2	248004	216090.65
2006-07-01	2005-07-01	titer_tree_model	0.82	2007-07-01	2006-07-01	2	275394	226599.12
2006-07-01	2005-07-01	titer_tree_model	0.75	2008-07-01	2007-07-01	2	288342	215334.86
2007-07-01	2006-07-01	titer_tree_model	0.36	2007-07-01	2006-07-01	2	305809	109391.69
2007-07-01	2006-07-01	titer_tree_model	0.23	2008-07-01	2007-07-01	2	320187	72634.4
2007-07-01	2006-07-01	titer_tree_model	0.8	2009-07-01	2008-07-01	2	323505	260095.61
2008-07-01	2007-07-01	titer_tree_model	0.06	2008-07-01	2007-07-01	2	335241	19786.18
2008-07-01	2007-07-01	titer_tree_model	0.63	2009-07-01	2008-07-01	2	338715	212639.84
2008-07-01	2007-07-01	titer_tree_model	2.77	2010-07-01	2009-07-01	2	272709	755646.02
2009-07-01	2008-07-01	titer_tree_model	0.97	2009-07-01	2008-07-01	2	342225	330613.37
2009-07-01	2008-07-01	titer_tree_model	2.36	2010-07-01	2009-07-01	2	275535	649872.07
2009-07-01	2008-07-01	titer_tree_model	2.5	2011-07-01	2010-07-01	2	350415	875932.9
2010-07-01	2009-07-01	titer_tree_model	1.04	2010-07-01	2009-07-01	2	221841	230317.4
2010-07-01	2009-07-01	titer_tree_model	0.9	2011-07-01	2010-07-01	2	282129	253859.01
2010-07-01	2009-07-01	titer_tree_model	0.95	2012-07-01	2011-07-01	2	282600	268530.12
2011-07-01	2010-07-01	titer_tree_model	0.56	2011-07-01	2010-07-01	2	358801	201100.97
2011-07-01	2010-07-01	titer_tree_model	0.6	2012-07-01	2011-07-01	2	359400	215714.6
2011-07-01	2010-07-01	titer_tree_model	1.08	2013-07-01	2012-07-01	2	359999	388386.19
2012-07-01	2011-07-01	titer_tree_model	0.49	2012-07-01	2011-07-01	2	360000	177110.46
2012-07-01	2011-07-01	titer_tree_model	0.91	2013-07-01	2012-07-01	2	360600	328210.59
2012-07-01	2011-07-01	titer_tree_model	1.3	2014-07-01	2013-07-01	2	364200	472128.62
2013-07-01	2012-07-01	titer_tree_model	0.58	2013-07-01	2012-07-01	2	361201	210352.53
2013-07-01	2012-07-01	titer_tree_model	0.68	2014-07-01	2013-07-01	2	364807	248669.02
2013-07-01	2012-07-01	titer_tree_model	1.37	2015-07-01	2014-07-01	2	361802	495310.56
2014-07-01	2013-07-01	titer_tree_model	0.64	2014-07-01	2013-07-01	2	368449	234354.17
2014-07-01	2013-07-01	titer_tree_model	1.28	2015-07-01	2014-07-01	2	365414	466703.01
2014-07-01	2013-07-01	titer_tree_model	1.36	2016-07-01	2015-07-01	2	362986	493892.56
2015-07-01	2014-07-01	titer_tree_model	1.73	2015-07-01	2014-07-01	2	362404	628043.13
2015-07-01	2014-07-01	titer_tree_model	1.79	2016-07-01	2015-07-01	2	359996	643217.64
2015-07-01	2014-07-01	titer_tree_model	1.82	2017-07-01	2016-07-01	2	364812	663345.66
2016-07-01	2015-07-01	titer_tree_model	1.67	2016-07-01	2015-07-01	2	357604	598340.46
2016-07-01	2015-07-01	titer_tree_model	1.7	2017-07-01	2016-07-01	2	362388	617429.79
2016-07-01	2015-07-01	titer_tree_model	1.99	2018-07-01	2017-07-01	2	360594	716845.6
2017-07-01	2016-07-01	titer_tree_model	1.61	2017-07-01	2016-07-01	2	367236	591280.41
2017-07-01	2016-07-01	titer_tree_model	1.88	2018-07-01	2017-07-01	2	365418	685545.44
2017-07-01	2016-07-01	titer_tree_model	2.05	2019-07-01	2018-07-01	2	362994	744718.94
2018-07-01	2017-07-01	titer_tree_model	1.91	2018-07-01	2017-07-01	2	363609	693559.61
2018-07-01	2017-07-01	titer_tree_model	2.07	2019-07-01	2018-07-01	2	361197	746361.84
2018-07-01	2017-07-01	titer_tree_model	1.93	2020-07-01	2019-07-01	2	88641	170750.93
2019-07-01	2018-07-01	titer_tree_model	2.03	2019-07-01	2018-07-01	2	358801	727382.32
2019-07-01	2018-07-01	titer_tree_model	1.8	2020-07-01	2019-07-01	2	88053	158821.56
2020-07-01	2019-07-01	titer_tree_model	1.41	2020-07-01	2019-07-01	2	21609	30466.03
1997-07-01	1996-07-01	titer_tree_model	1.95	1997-07-01	1996-07-01	3	1936	3774.49
1997-07-01	1996-07-01	titer_tree_model	1.99	1998-07-01	1997-07-01	3	5632	11233.33
1997-07-01	1996-07-01	titer_tree_model	2.14	1999-07-01	1998-07-01	3	6996	14981.93
1998-07-01	1997-07-01	titer_tree_model	0.98	1998-07-01	1997-07-01	3	16384	16046.78
1998-07-01	1997-07-01	titer_tree_model	0.96	1999-07-01	1998-07-01	3	20352	19561.67
1998-07-01	1997-07-01	titer_tree_model	1.12	2000-07-01	1999-07-01	3	24192	27155.58
1999-07-01	1998-07-01	titer_tree_model	0.58	1999-07-01	1998-07-01	3	25281	14546.05
1999-07-01	1998-07-01	titer_tree_model	0.53	2000-07-01	1999-07-01	3	30051	15802.05
1999-07-01	1998-07-01	titer_tree_model	0.62	2001-07-01	2000-07-01	3	33708	20817.75
2000-07-01	1999-07-01	titer_tree_model	0.14	2000-07-01	1999-07-01	3	35721	5094.66
2000-07-01	1999-07-01	titer_tree_model	0.24	2001-07-01	2000-07-01	3	40068	9503.07
2000-07-01	1999-07-01	titer_tree_model	0.57	2002-07-01	2001-07-01	3	72198	40967.72
2001-07-01	2000-07-01	titer_tree_model	0.25	2001-07-01	2000-07-01	3	44944	11072.7
2001-07-01	2000-07-01	titer_tree_model	0.64	2002-07-01	2001-07-01	3	80984	51561.36
2001-07-01	2000-07-01	titer_tree_model	1.56	2003-07-01	2002-07-01	3	95612	148992.8
2002-07-01	2001-07-01	titer_tree_model	0.75	2002-07-01	2001-07-01	3	145924	109597.8
2002-07-01	2001-07-01	titer_tree_model	1.72	2003-07-01	2002-07-01	3	172282	296012.73
2002-07-01	2001-07-01	titer_tree_model	2.53	2004-07-01	2003-07-01	3	210482	531695.15
2003-07-01	2002-07-01	titer_tree_model	1.33	2003-07-01	2002-07-01	3	203401	271293.91
2003-07-01	2002-07-01	titer_tree_model	1.32	2004-07-01	2003-07-01	3	248501	327705.79
2003-07-01	2002-07-01	titer_tree_model	2.36	2005-07-01	2004-07-01	3	270600	638736.12
2004-07-01	2003-07-01	titer_tree_model	0.64	2004-07-01	2003-07-01	3	303601	195202.95
2004-07-01	2003-07-01	titer_tree_model	1.43	2005-07-01	2004-07-01	3	330600	471239.47
2004-07-01	2003-07-01	titer_tree_model	2.07	2006-07-01	2005-07-01	3	276051	570435.0
2005-07-01	2004-07-01	titer_tree_model	0.75	2005-07-01	2004-07-01	3	360000	270504.77
2005-07-01	2004-07-01	titer_tree_model	1.13	2006-07-01	2005-07-01	3	300600	340614.88
2005-07-01	2004-07-01	titer_tree_model	1.62	2007-07-01	2006-07-01	3	331800	537131.97
2006-07-01	2005-07-01	titer_tree_model	0.73	2006-07-01	2005-07-01	3	251001	183236.04
2006-07-01	2005-07-01	titer_tree_model	0.89	2007-07-01	2006-07-01	3	277053	247006.29
2006-07-01	2005-07-01	titer_tree_model	1.4	2008-07-01	2007-07-01	3	289578	404801.78
2007-07-01	2006-07-01	titer_tree_model	0.62	2007-07-01	2006-07-01	3	305809	189584.61
2007-07-01	2006-07-01	titer_tree_model	0.9	2008-07-01	2007-07-01	3	319634	288269.95
2007-07-01	2006-07-01	titer_tree_model	1.6	2009-07-01	2008-07-01	3	322952	516270.55
2008-07-01	2007-07-01	titer_tree_model	0.76	2008-07-01	2007-07-01	3	334084	252693.7
2008-07-01	2007-07-01	titer_tree_model	1.13	2009-07-01	2008-07-01	3	337552	382137.46
2008-07-01	2007-07-01	titer_tree_model	1.92	2010-07-01	2009-07-01	3	273972	526302.54
2009-07-01	2008-07-01	titer_tree_model	1.02	2009-07-01	2008-07-01	3	341056	348517.15
2009-07-01	2008-07-01	titer_tree_model	1.34	2010-07-01	2009-07-01	3	276816	369588.62
2009-07-01	2008-07-01	titer_tree_model	1.47	2011-07-01	2010-07-01	3	349232	511765.08
2010-07-01	2009-07-01	titer_tree_model	0.82	2010-07-01	2009-07-01	3	224676	185157.19
2010-07-01	2009-07-01	titer_tree_model	0.8	2011-07-01	2010-07-01	3	283452	226942.28
2010-07-01	2009-07-01	titer_tree_model	0.84	2012-07-01	2011-07-01	3	284400	239823.21
2011-07-01	2010-07-01	titer_tree_model	0.61	2011-07-01	2010-07-01	3	357604	217120.31
2011-07-01	2010-07-01	titer_tree_model	0.63	2012-07-01	2011-07-01	3	358800	227175.4
2011-07-01	2010-07-01	titer_tree_model	1.12	2013-07-01	2012-07-01	3	359398	401927.85
2012-07-01	2011-07-01	titer_tree_model	0.53	2012-07-01	2011-07-01	3	360000	189261.5
2012-07-01	2011-07-01	titer_tree_model	0.94	2013-07-01	2012-07-01	3	360600	339750.16
2012-07-01	2011-07-01	titer_tree_model	1.3	2014-07-01	2013-07-01	3	363000	472988.66
2013-07-01	2012-07-01	titer_tree_model	0.69	2013-07-01	2012-07-01	3	361201	250671.69
2013-07-01	2012-07-01	titer_tree_model	0.75	2014-07-01	2013-07-01	3	363605	273992.22
2013-07-01	2012-07-01	titer_tree_model	1.47	2015-07-01	2014-07-01	3	364807	535888.16
2014-07-01	2013-07-01	titer_tree_model	0.63	2014-07-01	2013-07-01	3	366025	231476.87
2014-07-01	2013-07-01	titer_tree_model	1.31	2015-07-01	2014-07-01	3	367235	481475.03
2014-07-01	2013-07-01	titer_tree_model	1.31	2016-07-01	2015-07-01	3	360580	473782.09
2015-07-01	2014-07-01	titer_tree_model	1.81	2015-07-01	2014-07-01	3	368449	666880.07
2015-07-01	2014-07-01	titer_tree_model	1.78	2016-07-01	2015-07-01	3	361772	645506.43
2015-07-01	2014-07-01	titer_tree_model	1.84	2017-07-01	2016-07-01	3	366628	674527.41
2016-07-01	2015-07-01	titer_tree_model	1.61	2016-07-01	2015-07-01	3	355216	571684.3
2016-07-01	2015-07-01	titer_tree_model	1.66	2017-07-01	2016-07-01	3	359984	596264.79
2016-07-01	2015-07-01	titer_tree_model	1.9	2018-07-01	2017-07-01	3	360580	684851.07
2017-07-01	2016-07-01	titer_tree_model	1.58	2017-07-01	2016-07-01	3	364816	576840.09
2017-07-01	2016-07-01	titer_tree_model	1.81	2018-07-01	2017-07-01	3	365420	663072.55
2017-07-01	2016-07-01	titer_tree_model	2.03	2019-07-01	2018-07-01	3	361192	734965.49
2018-07-01	2017-07-01	titer_tree_model	1.82	2018-07-01	2017-07-01	3	366025	667277.59
2018-07-01	2017-07-01	titer_tree_model	2.04	2019-07-01	2018-07-01	3	361790	737134.15
2018-07-01	2017-07-01	titer_tree_model	1.83	2020-07-01	2019-07-01	3	88935	162863.74
2019-07-01	2018-07-01	titer_tree_model	2.04	2019-07-01	2018-07-01	3	357604	727981.83
2019-07-01	2018-07-01	titer_tree_model	1.75	2020-07-01	2019-07-01	3	87906	153866.19
2020-07-01	2019-07-01	titer_tree_model	1.32	2020-07-01	2019-07-01	3	21609	28490.01
1997-07-01	1996-07-01	titer_tree_model	1.43	1997-07-01	1996-07-01	4	1936	2774.96
